Ticket_ID,Customer_ID,Equipment_Model,Issue_Category,Priority_Level,Signal_Strength_dBm,Technician_Assigned,Department,Created_Date,Resolved_Date,Resolution_Time_Hrs,Status,Customer_Satisfaction_Rating,Escalation_Flag,First_Contact_Resolution,Technician_Expertise_Level,Remote_Resolution_Attempted,On_Site_Visit_Required,Cost_Of_Resolution,Parts_Replaced
6168,9409,Hopper 3,Billing,Low,-64.93720823798627,David Reyes,Equipment Support,2024-07-08 12:36:38.476169,2025-09-22 12:36:38.476169,14,Clsd,4.0,False,True,Senior,True,True,260.55,False
6169,1419,Wally,Activation,Critical,-30.0,Joel Esparza,Installation,2024-10-14 12:36:38.476169,2025-05-04 12:36:38.476169,28,Clsd,2.4,True,False,Expert,True,True,184.02,False
6170,8286,Outdoor Dish,Activation,Medium,-77.0,Dustin Martin,Billing,2024-04-14 12:36:38.476169,2025-11-06 12:36:38.476169,35,Open,3.6,True,False,Expert,True,False,282.78,False
6171,2495,Joey,Remote Pairing,Medium,-35.0,Brian James,Equipment Support,2024-03-31 12:36:38.476169,2025-03-17 12:36:38.476169,8,Resolved,2.5,False,True,Senior,True,True,242.63,False
6172,10745,Joey,Remote Pairing,Low,-97.0,Eric Price,Network Operations,2024-06-19 12:36:38.476169,2025-09-16 12:36:38.476169,65,On Hold,4.8,False,True,Junior,False,False,181.37,True
6173,4102,4K Joey,Hardware Failure,Medium,-45.0,Duane Whitney,Technical Support,2025-08-11 12:36:38.476169,2024-11-15 12:36:38.476169,22,In Progress,2.7,True,False,Senior,True,True,370.41,False
6174,6132,Hopper 2,Signal Loss,Low,-51.0,Michael Young,Installation,2025-05-09 12:36:38.476169,2024-04-23 12:36:38.476169,25,Open,4.9,True,True,Junior,False,False,426.07,True
6175,11681,Wally,Upgrade,Critical,-33.0,Gloria Reyes,Network Operations,2025-07-26 12:36:38.476169,2025-12-17 12:36:38.476169,16,Open,3.0,True,True,Senior,False,True,495.28,True
6176,11937,Outdoor Dish,Billing,Low,-94.0,David Rich,Billing,2025-11-10 12:36:38.476169,2025-06-21 12:36:38.476169,58,Closed,2.6,True,True,Junior,False,True,191.67,True
6177,6132,Hopper 2,Signal Loss,High,-48.0,Casey Chang,Installation,2026-01-21 12:36:38.476169,2024-09-29 12:36:38.476169,16,Closed,4.0,True,False,Senior,True,True,489.02,False
6178,8858,Outdoor Dish,Cancellation,High,-84.0,Darlene Lewis,Sales,2025-05-07 12:36:38.476169,2024-04-18 12:36:38.476169,60,Closed,4.2,True,True,Senior,False,True,296.47,True
6179,4321,Hopper 2,Upgrade,High,-48.0,William Tucker,Installation,2025-10-28 12:36:38.476169,2024-10-25 12:36:38.476169,22,On Hold,3.0,True,False,Senior,True,False,285.85,True
6180,3687,Hopper 3,Remote Pairing,Low,-76.0,Jamie Baker,Installation,2025-11-16 12:36:38.476169,2025-03-07 12:36:38.476169,25,Closed,1.1,False,True,Junior,False,True,138.64,True
6181,1079,Hopper 3,Hardware Failure,Low,-64.93720823798627,Carolyn Lopez,Network Operations,2024-05-26 12:36:38.476169,2024-12-26 12:36:38.476169,63,Clsd,1.8,False,True,Senior,False,False,231.99,False
6182,3233,Hopper 3,Hardware Failure,High,-64.93720823798627,Jonathan Mcknight,Technical Support,2026-03-11 12:36:38.476169,2024-04-17 12:36:38.476169,22,Closed,4.8,False,True,Expert,True,True,443.29,False
6183,8907,Outdoor Dish,Cancellation,Critical,-69.0,Aaron Martin,Installation,2024-04-27 12:36:38.476169,2024-11-28 12:36:38.476169,33,Open,2.9,True,True,Senior,True,False,178.93,False
6184,5461,Hopper 3,Activation,High,-72.0,Gary Hart,Technical Support,2025-11-29 12:36:38.476169,2024-07-26 12:36:38.476169,7,Open,4.9,False,False,Expert,True,True,61.32,False
6185,10340,Joey,Hardware Failure,Critical,-35.0,Dominique Swanson,Equipment Support,2025-09-02 12:36:38.476169,2025-06-04 12:36:38.476169,30,Closed,4.6,True,True,Senior,False,False,406.39,False
6186,10340,Hopper 2,Signal Loss,Critical,-75.0,Unassigned,Sales,2025-06-15 12:36:38.476169,2024-07-23 12:36:38.476169,8,In Progress,1.2,True,True,Senior,False,False,62.53,True
6187,12240,4K Joey,Billing,Medium,-66.0,Brandon Perez,Installation,2025-09-29 12:36:38.476169,2024-05-31 12:36:38.476169,69,Clsd,4.1,False,True,Junior,False,True,373.63,True
6188,7258,Hopper 2,Hardware Failure,Low,-59.0,Megan Fuller,Billing,2024-04-10 12:36:38.476169,2025-11-14 12:36:38.476169,65,Closed,1.4,True,True,Expert,True,False,304.68,False
6189,7281,Wally,Cancellation,Low,-66.0,Unassigned,Installation,2026-01-01 12:36:38.476169,2026-03-12 12:36:38.476169,5,On Hold,2.1,True,False,Senior,False,True,342.29,False
6190,12309,Joey,Hardware Failure,Medium,-80.0,Tammy Cox,Sales,2025-01-12 12:36:38.476169,2024-03-22 12:36:38.476169,43,Closed,4.2,True,False,Senior,True,False,419.82,False
6191,12426,Hopper 3,Upgrade,Critical,-84.0,Mrs. Kayla Jensen,Sales,2025-08-17 12:36:38.476169,2025-10-10 12:36:38.476169,32,Clsd,1.1,False,False,Junior,True,False,179.95,False
6192,12392,Outdoor Dish,Cancellation,Low,-87.0,David Gross,Installation,2024-03-16 12:36:38.476169,2026-02-07 12:36:38.476169,53,On Hold,2.1,False,True,Expert,True,False,290.37,False
6193,11402,Hopper 2,Cancellation,Medium,-84.0,Dennis Ortega,Sales,2025-05-22 12:36:38.476169,2024-09-24 12:36:38.476169,4,Resolved,4.5,True,True,Senior,True,False,306.7,True
6194,9804,Super Joey,Signal Loss,Low,-96.0,Dominic Madden,Sales,2026-01-26 12:36:38.476169,2025-04-22 12:36:38.476169,7,Closed,1.8,True,True,Senior,True,True,78.48,True
6195,5908,Hopper 2,Remote Pairing,Medium,-59.0,Brian Miller,Billing,2024-05-18 12:36:38.476169,2025-07-18 12:36:38.476169,8,Closed,3.7,True,True,Expert,True,False,116.51,False
6196,9419,Outdoor Dish,Upgrade,High,-64.93720823798627,Matthew Garrett,Network Operations,2024-10-31 12:36:38.476169,2025-03-15 12:36:38.476169,51,Closed,4.5,True,False,Expert,True,False,273.27,False
6197,5735,Super Joey,Installation,Critical,-63.0,Jessica Benson,Sales,2024-06-24 12:36:38.476169,2025-09-08 12:36:38.476169,65,Closed,3.1,True,False,Expert,False,True,203.5,True
6198,7302,4K Joey,Cancellation,Critical,-64.93720823798627,John Montgomery,Billing,2025-02-14 12:36:38.476169,2024-06-26 12:36:38.476169,60,Closed,3.0,False,True,Expert,False,False,326.65,True
6199,3974,4K Joey,Installation,Low,-68.0,Julia Ford,Technical Support,2024-05-09 12:36:38.476169,2025-11-06 12:36:38.476169,62,Resolved,2.1,True,False,Expert,False,False,293.06,True
6200,2925,Wally,Upgrade,Medium,-35.0,Audrey Wallace,Technical Support,2025-12-13 12:36:38.476169,2024-05-06 12:36:38.476169,36,Clsd,1.7,True,False,Expert,False,False,48.68,False
6201,12555,Hopper 2,Billing,Medium,-71.0,John Bernard,Installation,2025-08-06 12:36:38.476169,2024-08-27 12:36:38.476169,70,On Hold,3.2,True,False,Expert,False,False,189.26,True
6202,1532,Wally,Hardware Failure,Critical,-85.0,Unassigned,Installation,2025-04-09 12:36:38.476169,2025-11-13 12:36:38.476169,19,Clsd,1.2,False,False,Expert,False,True,135.52,True
6203,3362,4K Joey,Billing,Low,-60.0,Linda Mcdaniel,Billing,2025-09-21 12:36:38.476169,2025-07-14 12:36:38.476169,14,Closed,4.4,True,True,Expert,True,False,352.72,True
6204,6958,Joey,Installation,High,-83.0,April Joseph,Technical Support,2025-05-15 12:36:38.476169,2025-05-03 12:36:38.476169,1,Clsd,3.0,False,True,Junior,False,True,176.13,True
6205,2930,Super Joey,Remote Pairing,Low,-84.0,Jennifer Holland,Equipment Support,2025-02-22 12:36:38.476169,2026-01-04 12:36:38.476169,20,Closed,4.6,True,True,Junior,True,False,209.56,False
6206,9025,Joey,Hardware Failure,Low,-51.0,Angela Dunn,Billing,2025-11-28 12:36:38.476169,2026-01-06 12:36:38.476169,3,On Hold,4.2,True,False,Expert,True,True,120.58,False
6207,3831,4K Joey,Remote Pairing,Low,-40.0,Wendy Myers,Installation,2025-09-27 12:36:38.476169,2025-05-31 12:36:38.476169,17,On Hold,4.1,False,True,Expert,True,False,445.7,True
6208,3692,Hopper 2,Hardware Failure,Critical,-67.0,Jason Pratt,Installation,2024-08-19 12:36:38.476169,2025-10-19 12:36:38.476169,61,Closed,1.8,True,True,Expert,True,False,299.58,False
6209,2139,Hopper 3,Upgrade,Low,-35.0,Allen Butler,Sales,2025-12-22 12:36:38.476169,2026-02-19 12:36:38.476169,21,Resolved,1.7,True,False,Expert,True,True,202.34,False
6210,2298,Super Joey,Installation,Medium,-36.0,Jennifer Parker,Technical Support,2024-11-23 12:36:38.476169,2024-11-08 12:36:38.476169,24,On Hold,3.9,True,False,Junior,True,True,377.22,True
6211,8844,Wally,Activation,Low,-73.0,Marcus Lewis,Equipment Support,2025-05-01 12:36:38.476169,2025-10-22 12:36:38.476169,30,Open,2.3,False,False,Senior,False,True,125.45,True
6212,12936,4K Joey,Cancellation,Low,-75.0,Justin Lawrence,Network Operations,2025-07-21 12:36:38.476169,2025-09-16 12:36:38.476169,9,On Hold,4.7,False,False,Junior,False,False,164.35,False
6213,1537,Joey,Activation,Low,-96.0,Nichole Moore,Sales,2024-10-23 12:36:38.476169,2024-11-04 12:36:38.476169,29,On Hold,4.4,False,False,Junior,False,True,402.28,False
6214,3834,Super Joey,Hardware Failure,Critical,-57.0,Ricky Kirk,Billing,2025-12-15 12:36:38.476169,2025-07-18 12:36:38.476169,72,Resolved,2.6,True,False,Expert,True,True,114.31,True
6215,12840,Super Joey,Signal Loss,Medium,-65.0,Jackson Boone,Installation,2026-01-29 12:36:38.476169,2024-06-13 12:36:38.476169,72,Closed,3.3,True,True,Senior,False,False,295.68,True
6216,4087,Super Joey,Upgrade,Medium,-88.0,Kristi Young,Installation,2025-11-04 12:36:38.476169,2025-02-19 12:36:38.476169,33,Clsd,2.6,False,False,Expert,False,False,67.04,True
6217,5812,Wally,Upgrade,High,-30.0,Yolanda Fox,Sales,2025-04-16 12:36:38.476169,2024-09-03 12:36:38.476169,5,Closed,4.2,False,True,Expert,True,True,311.26,False
6218,10746,Hopper 2,Billing,Low,-63.0,Karen Ibarra,Network Operations,2025-01-04 12:36:38.476169,2024-09-18 12:36:38.476169,72,On Hold,3.1,False,True,Expert,True,False,337.14,False
6219,2725,Joey,Signal Loss,Medium,-38.0,Katie Burton,Sales,2025-08-16 12:36:38.476169,2025-11-08 12:36:38.476169,44,Closed,2.1,True,False,Senior,True,False,444.55,True
6220,4200,Super Joey,Upgrade,High,-64.93720823798627,Robert Mendoza,Sales,2024-07-18 12:36:38.476169,2025-10-26 12:36:38.476169,8,Clsd,1.8,False,True,Junior,False,False,397.78,False
6221,8889,Hopper 3,Remote Pairing,Critical,-43.0,Jennifer Gordon,Technical Support,2025-04-22 12:36:38.476169,2025-03-12 12:36:38.476169,1,On Hold,2.9,True,True,Senior,True,True,152.38,True
6222,4734,Hopper 3,Remote Pairing,Low,-81.0,Michael Shaw,Network Operations,2025-02-01 12:36:38.476169,2025-09-01 12:36:38.476169,8,In Progress,4.6,True,False,Expert,False,False,1.91,True
6223,4222,Hopper 3,Installation,High,-51.0,Mary Robinson,Installation,2025-07-19 12:36:38.476169,2024-11-18 12:36:38.476169,42,Resolved,4.9,True,True,Senior,True,False,418.33,True
6224,7512,Hopper 3,Remote Pairing,Medium,-71.0,Andrew Gonzalez,Technical Support,2025-11-13 12:36:38.476169,2024-05-30 12:36:38.476169,44,Resolved,3.8,True,True,Junior,True,True,124.63,False
6225,4024,Wally,Hardware Failure,Medium,-75.0,Latasha Blake,Billing,2024-10-09 12:36:38.476169,2025-10-04 12:36:38.476169,6,In Progress,1.2,True,True,Senior,True,True,454.36,False
6226,1964,Joey,Signal Loss,Critical,-62.0,Emily Johnson,Billing,2024-07-13 12:36:38.476169,2025-05-08 12:36:38.476169,57,Clsd,4.7,True,True,Junior,False,True,354.78,True
6227,2421,Outdoor Dish,Cancellation,Medium,-79.0,Alexis Howard,Sales,2024-05-30 12:36:38.476169,2024-09-01 12:36:38.476169,21,On Hold,4.0,False,False,Senior,False,True,358.21,False
6228,6922,Hopper 3,Activation,Medium,-61.0,Christine Brown,Sales,2025-06-07 12:36:38.476169,2026-01-22 12:36:38.476169,57,Resolved,1.2,True,False,Junior,False,True,81.84,True
6229,11055,Joey,Activation,Critical,-72.0,Unassigned,Billing,2024-05-19 12:36:38.476169,2024-05-21 12:36:38.476169,9,On Hold,4.5,False,True,Senior,False,True,259.22,True
6230,5498,Super Joey,Signal Loss,Medium,-77.0,Unassigned,Installation,2025-06-11 12:36:38.476169,2025-02-23 12:36:38.476169,35,Clsd,3.6,False,True,Senior,True,False,275.17,True
6231,12666,4K Joey,Activation,Medium,-38.0,Arthur Alvarez,Technical Support,2026-02-11 12:36:38.476169,2025-08-15 12:36:38.476169,65,On Hold,1.1,False,True,Junior,False,True,441.69,False
6232,10477,Super Joey,Installation,Low,-64.93720823798627,Michelle Cline,Technical Support,2024-10-09 12:36:38.476169,2024-10-22 12:36:38.476169,58,In Progress,1.4,False,True,Expert,False,False,410.14,False
6233,6994,Outdoor Dish,Remote Pairing,Low,-87.0,Roy Lewis,Sales,2025-07-23 12:36:38.476169,2026-02-24 12:36:38.476169,62,In Progress,3.1,True,False,Senior,False,False,53.26,False
6234,11500,Hopper 2,Signal Loss,Medium,-35.0,Alexander Gomez,Billing,2025-01-09 12:36:38.476169,2025-06-16 12:36:38.476169,12,Closed,3.4,False,False,Expert,True,False,22.89,True
6235,7999,Outdoor Dish,Remote Pairing,Medium,-52.0,Jacob Miller,Technical Support,2024-04-08 12:36:38.476169,2026-02-03 12:36:38.476169,59,Open,3.9,False,True,Expert,False,True,286.72,False
6236,8416,Wally,Upgrade,Low,-56.0,Todd Williams,Installation,2024-06-07 12:36:38.476169,2025-12-11 12:36:38.476169,62,Resolved,1.5,False,True,Senior,False,False,396.39,False
6237,12055,Outdoor Dish,Installation,High,-54.0,George Caldwell,Sales,2025-06-26 12:36:38.476169,2026-02-22 12:36:38.476169,69,Closed,3.4,False,False,Expert,False,False,217.36,False
6238,5125,Wally,Activation,Medium,-73.0,Aaron Cook,Billing,2024-09-10 12:36:38.476169,2024-04-20 12:36:38.476169,39,In Progress,2.1,False,False,Junior,True,True,4.8,True
6239,2016,4K Joey,Remote Pairing,Low,-72.0,George Garza,Billing,2025-11-29 12:36:38.476169,2025-04-01 12:36:38.476169,30,Closed,2.8,True,False,Senior,False,True,307.02,False
6240,8810,Joey,Installation,Medium,-46.0,Dawn Holloway,Equipment Support,2024-08-23 12:36:38.476169,2024-08-25 12:36:38.476169,71,Closed,2.3,False,False,Expert,False,False,187.82,True
6241,12165,Outdoor Dish,Hardware Failure,Low,-83.0,Raymond Armstrong,Billing,2025-08-03 12:36:38.476169,2026-02-08 12:36:38.476169,52,Closed,2.7,False,False,Expert,False,True,126.61,False
6242,1650,Outdoor Dish,Billing,Medium,-80.0,Diane Collins,Technical Support,2024-08-24 12:36:38.476169,2026-01-15 12:36:38.476169,68,Closed,1.8,True,False,Senior,False,True,54.38,False
6243,6317,Joey,Billing,Critical,-98.0,Andrew Proctor,Installation,2025-04-23 12:36:38.476169,2025-05-21 12:36:38.476169,7,Resolved,1.5,True,True,Expert,True,True,59.19,True
6244,6595,4K Joey,Billing,Critical,-44.0,Vanessa Thompson,Equipment Support,2024-06-03 12:36:38.476169,2024-10-13 12:36:38.476169,60,Closed,4.9,False,True,Expert,False,False,346.04,False
6245,8786,4K Joey,Installation,Medium,-61.0,Unassigned,Billing,2025-08-07 12:36:38.476169,2025-07-07 12:36:38.476169,5,Closed,4.5,False,True,Junior,False,True,416.14,True
6246,9120,Hopper 3,Remote Pairing,High,-86.0,Laura Lopez,Network Operations,2024-12-30 12:36:38.476169,2025-07-28 12:36:38.476169,64,Closed,1.4,False,False,Expert,True,True,259.95,True
6247,12837,Outdoor Dish,Billing,Low,-55.0,Laura King,Equipment Support,2026-03-11 12:36:38.476169,2025-04-16 12:36:38.476169,13,In Progress,4.0,False,False,Senior,True,False,140.87,False
6248,1131,Hopper 2,Signal Loss,High,-69.0,Dominique Johnson,Sales,2024-08-17 12:36:38.476169,2024-10-27 12:36:38.476169,13,Closed,3.6,True,True,Junior,False,True,301.44,True
6249,9710,Hopper 2,Cancellation,Medium,-64.93720823798627,Michael Walls,Equipment Support,2025-09-05 12:36:38.476169,2026-01-05 12:36:38.476169,22,Clsd,2.7,True,False,Senior,False,False,43.83,False
6250,2907,Wally,Cancellation,Critical,-64.93720823798627,Kevin Garcia,Network Operations,2024-06-13 12:36:38.476169,2025-06-18 12:36:38.476169,36,Clsd,3.7,False,False,Senior,True,False,457.27,True
6251,11493,Wally,Cancellation,Low,-41.0,April Doyle,Billing,2026-01-27 12:36:38.476169,2025-02-26 12:36:38.476169,72,Open,4.0,False,False,Junior,True,True,140.41,True
6252,7596,Wally,Signal Loss,Critical,-51.0,Tim Jones,Technical Support,2025-04-21 12:36:38.476169,2025-09-07 12:36:38.476169,20,Clsd,2.7,False,False,Expert,False,False,72.67,True
6253,12520,Super Joey,Signal Loss,High,-80.0,Jessica Hernandez,Installation,2026-01-12 12:36:38.476169,2024-03-31 12:36:38.476169,25,Closed,4.9,False,False,Expert,True,False,83.62,False
6254,11946,4K Joey,Signal Loss,Medium,-34.0,Robin Olson,Sales,2026-01-04 12:36:38.476169,2025-07-31 12:36:38.476169,37,On Hold,3.0,True,False,Senior,True,False,156.65,True
6255,4231,Hopper 2,Cancellation,High,-80.0,Sharon Copeland,Network Operations,2024-04-25 12:36:38.476169,2025-11-16 12:36:38.476169,61,Closed,4.1,True,True,Expert,False,False,64.57,False
6256,1138,Outdoor Dish,Activation,Critical,-67.0,Stephen English,Sales,2024-12-06 12:36:38.476169,2024-07-10 12:36:38.476169,50,In Progress,2.7,False,True,Expert,False,False,51.64,True
6257,9783,Hopper 2,Cancellation,Critical,-65.0,Tyler Garcia,Billing,2024-08-02 12:36:38.476169,2024-12-04 12:36:38.476169,38,On Hold,2.0,True,False,Senior,False,True,374.68,False
6258,8007,Outdoor Dish,Remote Pairing,Low,-79.0,Scott Martin,Billing,2024-10-19 12:36:38.476169,2025-11-21 12:36:38.476169,3,Closed,3.2,False,True,Senior,False,False,363.64,False
6259,7790,Super Joey,Upgrade,Medium,-37.0,Jeffrey Quinn,Sales,2024-11-15 12:36:38.476169,2024-10-03 12:36:38.476169,39,In Progress,1.9,True,True,Expert,False,True,152.54,True
6260,10620,Super Joey,Billing,High,-50.0,Madison Olson,Technical Support,2024-08-20 12:36:38.476169,2026-02-20 12:36:38.476169,53,On Hold,4.1,False,False,Junior,True,False,474.89,True
6261,12386,Hopper 3,Remote Pairing,Low,-42.0,Brad Beck,Installation,2025-11-10 12:36:38.476169,2026-01-21 12:36:38.476169,47,Closed,4.0,True,False,Expert,False,True,343.2,True
6262,9183,Wally,Cancellation,Low,-50.0,Nathaniel Thompson,Installation,2024-10-02 12:36:38.476169,2025-05-12 12:36:38.476169,26,In Progress,1.2,True,True,Junior,True,False,208.59,False
6263,2909,Joey,Upgrade,High,-76.0,Brett Stephens,Technical Support,2025-07-29 12:36:38.476169,2024-06-05 12:36:38.476169,11,Closed,1.6,False,False,Junior,True,False,490.86,False
6264,6313,Joey,Signal Loss,Critical,-77.0,Richard Frederick,Billing,2025-03-27 12:36:38.476169,2024-06-19 12:36:38.476169,26,Resolved,3.0,True,True,Expert,False,True,245.04,True
6265,12825,Joey,Activation,Medium,-79.0,Henry Murray,Equipment Support,2024-06-18 12:36:38.476169,2024-12-27 12:36:38.476169,15,Closed,1.3,False,False,Junior,True,False,408.52,False
6266,4518,Wally,Billing,Medium,-84.0,Bradley Pollard,Network Operations,2025-03-16 12:36:38.476169,2026-02-28 12:36:38.476169,64,Open,2.8,True,False,Senior,False,True,258.04,True
6267,5327,Joey,Billing,Low,-98.0,Kristin Jones,Equipment Support,2025-06-19 12:36:38.476169,2025-10-12 12:36:38.476169,25,Closed,1.3,False,True,Senior,True,False,130.12,True
6268,9576,Wally,Signal Loss,Low,-32.0,Jeremy Gomez,Sales,2024-12-13 12:36:38.476169,2025-09-23 12:36:38.476169,20,Closed,2.1,True,True,Senior,False,False,111.42,True
6269,10774,4K Joey,Hardware Failure,High,-92.0,Ian Stewart,Billing,2024-05-28 12:36:38.476169,2025-09-22 12:36:38.476169,23,Open,1.1,False,False,Expert,False,False,177.66,True
6270,12099,Joey,Activation,Critical,-87.0,Christy Turner,Installation,2024-12-08 12:36:38.476169,2024-04-06 12:36:38.476169,67,On Hold,2.6,False,False,Senior,False,False,437.34,True
6271,11545,Hopper 3,Activation,Low,-91.0,Teresa Cox,Network Operations,2025-09-14 12:36:38.476169,2024-09-08 12:36:38.476169,64,On Hold,3.4,True,False,Expert,False,False,184.56,True
6272,11417,Super Joey,Cancellation,Critical,-91.0,Andrew Flores,Installation,2024-10-08 12:36:38.476169,2024-08-03 12:36:38.476169,46,On Hold,4.2,True,False,Expert,False,True,356.11,True
6273,7984,Hopper 3,Upgrade,High,-70.0,Steven Barnes,Installation,2024-12-25 12:36:38.476169,2025-09-22 12:36:38.476169,72,In Progress,3.4,True,False,Expert,True,False,215.96,False
6274,5371,Hopper 3,Signal Loss,Critical,-41.0,Tracey Mclean,Installation,2024-11-12 12:36:38.476169,2024-08-19 12:36:38.476169,30,In Progress,4.0,True,False,Junior,True,True,276.44,False
6275,2659,4K Joey,Remote Pairing,High,-98.0,George Mathis,Technical Support,2024-06-02 12:36:38.476169,2024-04-10 12:36:38.476169,8,Resolved,1.4,False,True,Junior,True,True,21.89,False
6276,12449,Joey,Upgrade,Critical,-68.0,Stacy Frazier,Sales,2025-11-05 12:36:38.476169,2025-05-21 12:36:38.476169,4,Closed,1.7,False,False,Expert,True,False,489.27,False
6277,10599,Super Joey,Activation,High,-39.0,Laurie Hart,Installation,2025-03-23 12:36:38.476169,2025-10-01 12:36:38.476169,63,Resolved,3.0,True,True,Senior,True,False,255.97,False
6278,12477,Outdoor Dish,Upgrade,Critical,-55.0,Robert Parrish,Installation,2025-03-02 12:36:38.476169,2025-06-12 12:36:38.476169,30,On Hold,1.5,True,True,Expert,False,False,384.51,False
6279,1197,Wally,Activation,Low,-94.0,Donna Johnson,Technical Support,2024-11-08 12:36:38.476169,2024-06-13 12:36:38.476169,71,On Hold,3.0,True,False,Expert,False,False,216.79,False
6280,10249,Joey,Billing,Medium,-91.0,Angela Hurst,Technical Support,2025-05-05 12:36:38.476169,2026-01-14 12:36:38.476169,22,Clsd,1.8,False,False,Senior,True,False,357.89,True
6281,2482,Hopper 3,Upgrade,Low,-45.0,Karen Scott,Sales,2025-08-19 12:36:38.476169,2026-01-03 12:36:38.476169,14,On Hold,1.2,True,False,Junior,True,True,280.82,True
6282,8731,Super Joey,Hardware Failure,Low,-48.0,Jenna Wolfe,Network Operations,2024-12-28 12:36:38.476169,2025-01-19 12:36:38.476169,56,Open,3.7,True,False,Junior,False,True,383.36,True
6283,2274,Wally,Signal Loss,Critical,-96.0,Yvonne Bailey,Technical Support,2024-12-22 12:36:38.476169,2025-03-20 12:36:38.476169,27,On Hold,3.8,False,False,Senior,True,False,140.69,True
6284,11025,Wally,Billing,Critical,-54.0,Shane Keller,Network Operations,2024-09-15 12:36:38.476169,2024-09-15 12:36:38.476169,35,On Hold,1.5,False,False,Expert,True,False,400.91,True
6285,3487,Hopper 3,Billing,High,-51.0,Vanessa Hartman,Sales,2024-12-13 12:36:38.476169,2025-05-07 12:36:38.476169,12,Closed,4.2,False,True,Expert,False,False,135.62,True
6286,2162,Outdoor Dish,Upgrade,Medium,-86.0,Samantha Shepherd,Installation,2025-11-30 12:36:38.476169,2024-11-22 12:36:38.476169,41,In Progress,4.0,False,False,Expert,False,True,24.84,True
6287,1716,Joey,Signal Loss,Medium,-67.0,Angela Ruiz,Billing,2025-06-12 12:36:38.476169,2024-05-10 12:36:38.476169,42,In Progress,2.2,False,True,Junior,True,True,140.57,True
6288,7258,4K Joey,Billing,High,-64.93720823798627,Larry Johnson,Equipment Support,2025-10-13 12:36:38.476169,2026-01-13 12:36:38.476169,20,Open,3.8,False,False,Expert,True,True,399.58,True
6289,11871,Wally,Cancellation,High,-49.0,Andrew Nunez,Billing,2024-03-13 12:36:38.476169,2026-01-29 12:36:38.476169,32,Open,3.3,False,False,Junior,False,False,80.42,True
6290,10201,4K Joey,Billing,Low,-91.0,Dr. Billy Branch Md,Network Operations,2024-12-24 12:36:38.476169,2026-02-27 12:36:38.476169,68,Clsd,3.9,False,False,Expert,False,False,291.85,True
6291,1052,Hopper 3,Hardware Failure,Low,-64.93720823798627,Elizabeth Pearson,Sales,2025-07-22 12:36:38.476169,2025-06-01 12:36:38.476169,28,Closed,1.2,False,True,Senior,True,False,6.59,False
6292,11868,Super Joey,Upgrade,High,-92.0,Lisa Jackson,Installation,2024-05-19 12:36:38.476169,2025-09-30 12:36:38.476169,54,On Hold,3.6,False,False,Junior,True,False,206.13,True
6293,7116,Hopper 3,Billing,Low,-98.0,Tina Elliott,Sales,2026-02-13 12:36:38.476169,2026-01-08 12:36:38.476169,52,In Progress,2.3,False,False,Junior,False,True,294.73,False
6294,3759,4K Joey,Signal Loss,Low,-47.0,Allen Dixon,Installation,2025-01-29 12:36:38.476169,2025-12-05 12:36:38.476169,10,On Hold,2.5,True,True,Junior,True,True,314.39,True
6295,6345,Hopper 3,Billing,Medium,-71.0,Brittany Hatfield,Network Operations,2025-05-16 12:36:38.476169,2024-06-03 12:36:38.476169,14,Resolved,4.7,True,True,Junior,True,False,237.08,False
6296,3221,Outdoor Dish,Installation,Medium,-71.0,Seth Powell,Sales,2024-12-30 12:36:38.476169,2024-09-11 12:36:38.476169,70,Clsd,2.2,True,True,Senior,False,True,81.96,True
6297,12949,Hopper 2,Upgrade,High,-62.0,Melissa Mccormick,Equipment Support,2025-04-12 12:36:38.476169,2025-05-01 12:36:38.476169,33,On Hold,1.7,True,True,Expert,False,False,221.57,False
6298,1721,Joey,Hardware Failure,Critical,-36.0,Randy Espinoza,Sales,2024-04-29 12:36:38.476169,2025-05-26 12:36:38.476169,61,Closed,4.3,True,False,Junior,True,False,367.54,True
6299,9718,Wally,Installation,High,-53.0,Justin Martinez,Technical Support,2025-09-15 12:36:38.476169,2024-10-31 12:36:38.476169,71,Clsd,1.0,False,False,Senior,True,False,441.88,False
6300,12815,Joey,Upgrade,Critical,-94.0,Charles Cole,Billing,2024-12-18 12:36:38.476169,2026-02-10 12:36:38.476169,7,Closed,4.9,False,True,Expert,False,True,39.96,False
6301,10189,4K Joey,Upgrade,Critical,-80.0,Latoya Gomez,Technical Support,2024-03-13 12:36:38.476169,2025-11-06 12:36:38.476169,69,Resolved,2.0,False,False,Expert,False,True,2.99,True
6302,1871,Outdoor Dish,Billing,Low,-88.0,Michael Gordon,Sales,2026-03-13 12:36:38.476169,2025-06-21 12:36:38.476169,61,On Hold,3.9,False,True,Expert,False,False,311.99,True
6303,1841,Super Joey,Billing,Medium,-86.0,Samuel Johnson,Equipment Support,2025-06-21 12:36:38.476169,2024-10-28 12:36:38.476169,64,In Progress,4.1,True,False,Senior,False,True,16.37,False
6304,4150,Super Joey,Upgrade,Critical,-74.0,Ryan Johnson,Technical Support,2025-05-03 12:36:38.476169,2025-04-11 12:36:38.476169,34,Clsd,1.1,False,False,Senior,False,True,353.86,True
6305,3453,Wally,Upgrade,Low,-73.0,Ernest Burke,Technical Support,2024-10-29 12:36:38.476169,2024-09-10 12:36:38.476169,4,Closed,3.7,True,True,Expert,True,False,448.02,False
