Ticket_ID,Customer_ID,Equipment_Model,Issue_Category,Priority_Level,Status,Department,Technician_Assigned,Overall_Performance_Score,Performance_Tier,Created_Date,Resolution_Time_Hrs,Resolution_Efficiency,Issue_Resolution_Time,Signal_Quality,Reliability_Index,Customer_Satisfaction_Rating,Escalation_Flag,First_Contact_Resolution,Remote_Resolution_Attempted,Cost_Of_Resolution,Issue_Impact_Score
6605,8312,Wally,Installation,Low,Open,Sales,Mary Mccoy,57,Developing,2024-03-24 12:36:38.476169,45,Low,Medium_72h,Good,31,2.8,False,True,False,360.83,50
6606,9168,Hopper 3,Hardware Failure,High,Open,Equipment Support,Emily Baker,46,Developing,2024-10-15 12:36:38.476169,53,Low,Medium_72h,Poor,28,4.0,False,False,True,92.78,50
6607,7244,Hopper 3,Cancellation,High,On Hold,Billing,Melissa Schultz,81,Proficient,2025-11-28 12:36:38.476169,5,High,High_24h,Good,28,3.9,False,True,False,295.65,50
6608,10768,Super Joey,Cancellation,Critical,Closed,Network Operations,Wyatt Williams,51,Developing,2025-03-08 12:36:38.476169,37,Low,Medium_72h,Fair,31,1.2,True,True,True,280.97,50
6609,8841,Hopper 3,Remote Pairing,Critical,Closed,Installation,Candice Schneider,57,Developing,2026-03-11 12:36:38.476169,18,High,High_24h,Excellent,28,1.8,False,True,True,474.18,50
6610,12482,Hopper 2,Installation,Critical,Open,Installation,Maria Smith,47,Developing,2025-05-15 12:36:38.476169,30,High,Medium_72h,Fair,32,1.2,True,False,True,354.84,50
6611,10627,Hopper 3,Upgrade,High,Open,Installation,Heather Rodgers,59,Developing,2024-10-21 12:36:38.476169,47,Low,Medium_72h,Good,28,3.3,True,True,True,377.82,50
6612,9175,Wally,Activation,Critical,Closed,Technical Support,Toni Riley,32,Developing,2025-03-30 12:36:38.476169,43,Low,Medium_72h,Excellent,31,2.5,False,False,False,332.83,50
6613,6399,4K Joey,Billing,Critical,Resolved,Sales,Amanda Stanley,49,Developing,2025-12-25 12:36:38.476169,59,Low,Medium_72h,Excellent,31,1.1,False,True,True,98.71,50
6614,6168,Hopper 3,Upgrade,Critical,Resolved,Network Operations,Adam Leblanc,76,Proficient,2024-12-11 12:36:38.476169,11,High,High_24h,Poor,28,2.5,False,True,False,78.74,50
6615,4576,Hopper 2,Upgrade,High,Open,Network Operations,Shawn Mata,52,Developing,2026-02-13 12:36:38.476169,45,Low,Medium_72h,Good,32,4.6,True,False,True,115.89,50
6616,6507,Hopper 3,Installation,High,Closed,Technical Support,Patrick Bray,79,Proficient,2025-02-07 12:36:38.476169,12,High,High_24h,Good,28,3.5,True,True,True,189.05,50
6617,9502,4K Joey,Upgrade,Low,In Progress,Network Operations,Christopher Lucas,59,Developing,2024-04-13 12:36:38.476169,2,High,Critical_4h,Poor,31,3.6,True,False,True,158.47,50
6618,2323,4K Joey,Installation,Critical,In Progress,Sales,Stephen Mendez,65,Developing,2025-12-03 12:36:38.476169,16,High,High_24h,Good,31,2.5,False,True,True,363.71,50
6619,10280,Hopper 2,Signal Loss,Critical,Clsd,Equipment Support,Destiny Foster,58,Developing,2025-09-07 12:36:38.476169,72,Low,Medium_72h,Fair,32,3.2,False,True,True,131.64,50
6620,5934,Outdoor Dish,Upgrade,Critical,Closed,Technical Support,Michelle Herring,66,Developing,2024-04-29 12:36:38.476169,14,High,High_24h,Excellent,30,4.9,False,False,True,105.93,50
6621,12205,Hopper 3,Installation,Low,On Hold,Sales,Erin Ford,24,Developing,2026-01-18 12:36:38.476169,58,Low,Medium_72h,Good,28,1.2,True,False,True,109.75,50
6622,5172,Joey,Installation,High,In Progress,Network Operations,Logan Ferguson,36,Developing,2024-09-13 12:36:38.476169,68,Low,Medium_72h,Good,31,4.6,False,False,False,390.3,50
6623,10186,Super Joey,Billing,High,Open,Network Operations,Patricia Daniels,15,Developing,2025-12-25 12:36:38.476169,69,Low,Medium_72h,Excellent,31,1.8,True,False,False,437.9,50
6624,7651,4K Joey,Remote Pairing,High,Closed,Network Operations,Adam Cook,50,Developing,2025-10-21 12:36:38.476169,23,High,High_24h,Poor,31,2.9,False,False,True,46.21,50
6625,7581,Outdoor Dish,Billing,Low,Clsd,Installation,Juan Sanchez,52,Developing,2024-11-27 12:36:38.476169,16,High,High_24h,Excellent,30,4.0,False,False,True,335.18,50
6626,4241,Wally,Installation,High,Closed,Billing,Bobby Young,60,Developing,2026-03-13 12:36:38.476169,23,High,High_24h,Fair,31,4.8,False,False,True,151.42,50
6627,10097,Hopper 3,Billing,Critical,Closed,Billing,Roger Vargas,50,Developing,2025-11-09 12:36:38.476169,54,Low,Medium_72h,Good,28,1.5,True,True,False,215.24,50
6628,1498,Super Joey,Upgrade,Medium,On Hold,Network Operations,Luke Rasmussen,55,Developing,2025-09-23 12:36:38.476169,71,Low,Medium_72h,Poor,31,3.6,True,True,False,335.71,50
6629,7732,4K Joey,Cancellation,Medium,Closed,Sales,Zachary Allen,37,Developing,2024-05-12 12:36:38.476169,15,High,High_24h,Excellent,31,1.5,True,False,True,272.12,50
6630,6853,4K Joey,Cancellation,Medium,Open,Sales,Carrie Powell,45,Developing,2025-11-22 12:36:38.476169,32,High,Medium_72h,Good,31,4.4,True,False,True,469.58,50
6631,2736,Outdoor Dish,Hardware Failure,Medium,Clsd,Equipment Support,Melanie Clark,67,Developing,2024-09-24 12:36:38.476169,5,High,High_24h,Fair,30,2.4,True,True,False,406.28,50
6632,3273,Outdoor Dish,Hardware Failure,Medium,Closed,Installation,Steven Suarez,31,Developing,2025-08-15 12:36:38.476169,38,Low,Medium_72h,Poor,30,2.2,True,False,False,364.75,50
6633,10657,Hopper 3,Cancellation,High,On Hold,Installation,Stephen Johnson,46,Developing,2025-06-17 12:36:38.476169,45,Low,Medium_72h,Good,28,1.2,True,True,True,463.72,50
6634,2299,Hopper 3,Installation,High,Clsd,Technical Support,Gary Hernandez,54,Developing,2025-09-06 12:36:38.476169,17,High,High_24h,Good,28,1.3,True,True,False,446.48,50
6635,3476,Hopper 2,Billing,High,Resolved,Billing,Kiara Murray,63,Developing,2025-07-30 12:36:38.476169,4,High,Critical_4h,Excellent,32,4.7,False,False,True,275.96,50
6636,10725,Hopper 2,Signal Loss,High,Clsd,Sales,Carl Marshall,42,Developing,2025-06-02 12:36:38.476169,53,Low,Medium_72h,Poor,32,3.7,True,False,True,173.88,50
6637,8517,Joey,Billing,Critical,Closed,Technical Support,Stephanie Turner,22,Developing,2025-12-07 12:36:38.476169,59,Low,Medium_72h,Good,31,1.7,True,False,True,284.49,50
6638,12425,4K Joey,Cancellation,High,Open,Equipment Support,Jacqueline Jordan,34,Developing,2024-12-01 12:36:38.476169,71,Low,Medium_72h,Excellent,31,2.8,True,False,True,12.71,50
6639,10739,Super Joey,Hardware Failure,Low,Closed,Technical Support,John Richardson,44,Developing,2024-04-06 12:36:38.476169,37,Low,Medium_72h,Fair,31,2.9,False,False,False,92.58,50
6640,2129,Joey,Billing,Medium,Closed,Installation,Benjamin Richmond,38,Developing,2025-06-30 12:36:38.476169,61,Low,Medium_72h,Excellent,31,1.4,True,True,False,490.59,50
6641,7880,Hopper 2,Cancellation,Medium,Clsd,Installation,Russell Harrison,30,Developing,2025-03-21 12:36:38.476169,51,Low,Medium_72h,Excellent,32,1.5,True,False,True,74.04,50
6642,12731,Hopper 3,Billing,Medium,Open,Billing,Tammy Bates,30,Developing,2025-08-01 12:36:38.476169,45,Low,Medium_72h,Excellent,28,1.6,True,False,True,165.72,50
6643,10394,Outdoor Dish,Upgrade,Medium,Closed,Sales,Eric Dawson,48,Developing,2025-09-07 12:36:38.476169,68,Low,Medium_72h,Poor,30,2.6,True,True,False,277.14,50
6644,8261,Super Joey,Signal Loss,High,On Hold,Installation,Holly Mccann,47,Developing,2024-07-18 12:36:38.476169,17,High,High_24h,Fair,31,2.2,True,False,False,48.33,50
6645,7295,Outdoor Dish,Remote Pairing,Critical,Closed,Billing,Sharon Houston,44,Developing,2024-05-03 12:36:38.476169,59,Low,Medium_72h,Fair,30,4.6,False,False,False,239.45,50
6646,5012,4K Joey,Cancellation,High,Closed,Installation,Jacqueline Matthews,38,Developing,2025-01-01 12:36:38.476169,15,High,High_24h,Good,31,1.7,False,False,False,277.6,50
6647,10251,Super Joey,Remote Pairing,Low,Resolved,Network Operations,Stephanie Barrera,71,Proficient,2024-08-31 12:36:38.476169,13,High,High_24h,Good,31,4.9,True,False,False,302.4,50
6648,5457,Hopper 2,Signal Loss,Medium,Closed,Billing,Chad Wagner,62,Developing,2026-02-02 12:36:38.476169,26,High,Medium_72h,Good,32,1.3,False,True,False,80.27,50
6649,1534,Outdoor Dish,Billing,Critical,On Hold,Installation,Shawn Martin,58,Developing,2025-10-31 12:36:38.476169,22,High,High_24h,Good,30,3.8,False,False,False,20.65,50
6650,7659,Wally,Remote Pairing,Medium,Closed,Sales,Ryan Jones,65,Developing,2025-02-20 12:36:38.476169,21,High,High_24h,Good,31,1.6,False,True,False,90.9,50
6651,3149,Hopper 3,Signal Loss,Critical,Closed,Technical Support,Evan Bruce,69,Developing,2026-02-21 12:36:38.476169,40,Low,Medium_72h,Excellent,28,2.7,True,True,True,22.31,50
6652,8548,4K Joey,Cancellation,Medium,Closed,Equipment Support,Antonio Carr,39,Developing,2025-02-08 12:36:38.476169,20,High,High_24h,Good,31,2.5,False,False,False,352.02,50
6653,8828,Wally,Remote Pairing,Medium,Closed,Sales,Randy Coleman,68,Developing,2025-05-06 12:36:38.476169,23,High,High_24h,Poor,31,2.0,True,True,True,86.37,50
6654,5735,Super Joey,Upgrade,Critical,Resolved,Installation,Anthony Schroeder,73,Proficient,2024-06-04 12:36:38.476169,25,High,Medium_72h,Fair,31,4.6,True,True,False,495.42,50
6655,1866,Joey,Upgrade,Medium,On Hold,Billing,Michael Newman,34,Developing,2025-05-05 12:36:38.476169,56,Low,Medium_72h,Excellent,31,2.5,False,False,True,118.67,50
6656,2774,4K Joey,Cancellation,High,On Hold,Sales,Sandra Johnson,34,Developing,2025-01-25 12:36:38.476169,49,Low,Medium_72h,Fair,31,2.6,True,False,True,212.48,50
6657,10487,Wally,Activation,Critical,Open,Technical Support,Michael Henry,47,Developing,2026-01-25 12:36:38.476169,66,Low,Medium_72h,Fair,31,1.6,True,False,False,491.04,50
6658,4133,Hopper 2,Signal Loss,Critical,Closed,Installation,Janet Cordova,37,Developing,2025-07-08 12:36:38.476169,27,High,Medium_72h,Excellent,32,2.8,False,False,True,406.05,50
6659,10532,Joey,Remote Pairing,Medium,Open,Billing,Susan Barton,42,Developing,2024-09-09 12:36:38.476169,49,Low,Medium_72h,Poor,31,3.4,True,False,False,148.36,50
6660,10109,4K Joey,Activation,High,Resolved,Sales,Paul Hansen,48,Developing,2025-04-24 12:36:38.476169,15,High,High_24h,Fair,31,3.8,False,False,True,433.26,50
6661,4548,4K Joey,Activation,Low,In Progress,Network Operations,Lucas Sanders,38,Developing,2025-07-23 12:36:38.476169,15,High,High_24h,Poor,31,1.7,True,False,False,275.06,50
6662,10428,4K Joey,Installation,High,On Hold,Billing,Jessica Robinson,37,Developing,2025-04-01 12:36:38.476169,36,High,Medium_72h,Fair,31,3.1,True,False,False,373.2,50
6663,9133,4K Joey,Installation,Medium,Resolved,Installation,Gina Flores,31,Developing,2024-09-05 12:36:38.476169,44,Low,Medium_72h,Excellent,31,1.5,False,False,False,109.29,50
6664,5755,Super Joey,Hardware Failure,Critical,Resolved,Equipment Support,Travis Richardson,66,Developing,2024-06-04 12:36:38.476169,57,Low,Medium_72h,Good,31,4.3,True,True,False,292.07,50
6665,3544,Hopper 3,Activation,Critical,On Hold,Equipment Support,Melanie Reese,42,Developing,2025-01-04 12:36:38.476169,63,Low,Medium_72h,Good,28,4.4,True,False,True,216.58,50
6666,6107,Super Joey,Hardware Failure,Low,Closed,Network Operations,Beth Grant,50,Developing,2025-05-24 12:36:38.476169,18,High,High_24h,Fair,31,2.6,False,False,True,61.16,50
6667,2690,Hopper 3,Activation,Low,Clsd,Network Operations,Debra Burke,58,Developing,2025-02-13 12:36:38.476169,11,High,High_24h,Poor,28,3.7,False,False,True,125.51,50
6668,3523,Super Joey,Activation,Low,On Hold,Equipment Support,Kelly Ingram,24,Developing,2024-12-23 12:36:38.476169,60,Low,Medium_72h,Poor,31,1.3,False,False,True,123.06,50
6669,5402,Wally,Hardware Failure,Critical,Open,Technical Support,Timothy Mejia,37,Developing,2025-05-28 12:36:38.476169,65,Low,Medium_72h,Fair,31,1.4,False,True,True,456.77,50
6670,9237,4K Joey,Upgrade,High,In Progress,Network Operations,Kelsey Forbes,45,Developing,2025-08-23 12:36:38.476169,60,Low,Medium_72h,Good,31,4.0,True,False,False,38.02,50
6671,3090,Hopper 3,Installation,Low,Closed,Sales,Adam Little,81,Proficient,2025-10-23 12:36:38.476169,14,High,High_24h,Good,28,4.9,True,True,False,430.53,50
6672,2831,Hopper 2,Upgrade,Low,Closed,Billing,Dawn Elliott,56,Developing,2025-12-13 12:36:38.476169,46,Low,Medium_72h,Excellent,32,4.8,False,False,True,394.96,50
6673,4433,Joey,Signal Loss,Medium,Closed,Equipment Support,Michael Taylor,57,Developing,2025-01-13 12:36:38.476169,24,High,High_24h,Good,31,2.1,False,True,False,469.84,50
6674,7857,Super Joey,Hardware Failure,Critical,Closed,Billing,Krista Cox,47,Developing,2025-08-19 12:36:38.476169,33,High,Medium_72h,Poor,31,3.7,True,False,True,240.63,50
6675,7629,4K Joey,Cancellation,Critical,Open,Billing,Kathy Hamilton,45,Developing,2026-01-17 12:36:38.476169,11,High,High_24h,Good,31,3.2,False,False,True,423.85,50
6676,12621,Hopper 3,Activation,Medium,Open,Billing,Tina Villanueva,50,Developing,2024-05-23 12:36:38.476169,19,High,High_24h,Good,28,3.5,False,False,False,254.68,50
6677,2878,Hopper 3,Cancellation,Critical,Clsd,Billing,Nicholas Espinoza,74,Proficient,2025-07-08 12:36:38.476169,29,High,Medium_72h,Good,28,4.4,True,True,True,337.83,50
6678,9782,Joey,Hardware Failure,Medium,Closed,Technical Support,Teresa Mcdaniel,70,Proficient,2025-10-27 12:36:38.476169,28,High,Medium_72h,Fair,31,2.5,True,True,False,81.95,50
6679,4569,Super Joey,Remote Pairing,High,Closed,Network Operations,Unassigned,53,Developing,2025-05-13 12:36:38.476169,15,High,High_24h,Good,31,2.1,False,False,True,188.54,50
6680,4041,4K Joey,Hardware Failure,Critical,Closed,Network Operations,Daniel Taylor,43,Developing,2024-04-05 12:36:38.476169,29,High,Medium_72h,Fair,31,4.0,False,False,True,459.32,50
6681,11539,Outdoor Dish,Upgrade,Medium,Resolved,Billing,Jason Shah,73,Proficient,2025-01-10 12:36:38.476169,13,High,High_24h,Poor,30,3.1,True,True,True,284.41,50
6682,11893,Super Joey,Cancellation,Medium,Resolved,Equipment Support,David Walker,38,Developing,2025-04-02 12:36:38.476169,24,High,High_24h,Excellent,31,2.2,True,False,False,266.58,50
6683,1888,Wally,Cancellation,Medium,Closed,Technical Support,Kevin Kim,73,Proficient,2026-01-14 12:36:38.476169,60,Low,Medium_72h,Good,31,4.9,False,True,True,155.59,50
6684,1798,Super Joey,Upgrade,Critical,Clsd,Sales,Daniel Castro,50,Developing,2025-12-18 12:36:38.476169,35,High,Medium_72h,Excellent,31,4.1,True,True,True,427.8,50
6685,5835,Super Joey,Billing,High,Clsd,Network Operations,Terri Nguyen,56,Developing,2024-10-29 12:36:38.476169,61,Low,Medium_72h,Fair,31,3.7,True,True,False,440.46,50
6686,2050,Outdoor Dish,Hardware Failure,High,Clsd,Equipment Support,Melissa Delgado,40,Developing,2025-05-07 12:36:38.476169,48,Low,Medium_72h,Excellent,30,3.3,True,False,True,187.91,50
6687,4699,4K Joey,Hardware Failure,Medium,On Hold,Equipment Support,Maria Jones,52,Developing,2025-11-20 12:36:38.476169,3,High,Critical_4h,Fair,31,4.8,False,False,False,278.29,50
6688,11524,Outdoor Dish,Billing,Low,Closed,Billing,Danielle Watkins,18,Developing,2025-03-23 12:36:38.476169,72,Low,Medium_72h,Fair,30,1.6,True,False,False,265.86,50
6689,10079,Super Joey,Installation,Critical,On Hold,Billing,Caitlin Reyes,63,Developing,2024-11-12 12:36:38.476169,69,Low,Medium_72h,Fair,31,4.7,False,True,False,356.65,50
6690,3986,Super Joey,Installation,Low,Clsd,Network Operations,Daniel Griffith,56,Developing,2026-01-14 12:36:38.476169,54,Low,Medium_72h,Poor,31,3.5,True,True,True,483.74,50
6691,5487,Joey,Upgrade,Critical,Closed,Installation,Nicole Morris,63,Developing,2026-03-12 12:36:38.476169,58,Low,Medium_72h,Poor,31,3.7,False,True,False,230.45,50
6692,3915,Super Joey,Installation,Low,Closed,Equipment Support,Michael Richard,43,Developing,2026-01-23 12:36:38.476169,47,Low,Medium_72h,Excellent,31,2.9,False,False,True,14.79,50
6693,7895,Hopper 3,Hardware Failure,Low,On Hold,Network Operations,Mark Hinton Jr.,78,Proficient,2025-06-06 12:36:38.476169,13,High,High_24h,Excellent,28,4.2,False,True,False,366.55,50
6694,12938,Super Joey,Signal Loss,Low,Resolved,Equipment Support,Laura Villarreal,63,Developing,2024-04-25 12:36:38.476169,12,High,High_24h,Excellent,31,2.4,True,True,True,450.53,50
6695,7860,4K Joey,Installation,Low,Closed,Billing,Christian Alvarado,45,Developing,2024-11-25 12:36:38.476169,51,Low,Medium_72h,Excellent,31,3.9,False,False,False,136.49,50
6696,8397,Joey,Signal Loss,Medium,Closed,Billing,Sarah Hudson,81,Proficient,2024-09-15 12:36:38.476169,5,High,High_24h,Poor,31,3.7,False,True,True,246.88,50
6697,1593,Wally,Upgrade,High,Open,Billing,Jacqueline Hebert,82,Proficient,2025-09-10 12:36:38.476169,16,High,High_24h,Excellent,31,4.7,True,True,True,305.68,50
6698,5369,Outdoor Dish,Installation,Low,Resolved,Sales,John Gutierrez,30,Developing,2025-06-21 12:36:38.476169,69,Low,Medium_72h,Excellent,30,3.4,True,False,False,298.22,50
6699,7342,Outdoor Dish,Upgrade,Critical,Open,Sales,Tiffany Morton,71,Proficient,2025-11-19 12:36:38.476169,51,Low,Medium_72h,Fair,30,4.5,False,True,False,238.74,50
6700,9953,Hopper 3,Hardware Failure,High,Clsd,Network Operations,Gary Ashley,54,Developing,2024-04-30 12:36:38.476169,40,Low,Medium_72h,Poor,28,1.1,False,True,True,145.93,50
6701,3402,Outdoor Dish,Activation,Low,Resolved,Sales,Leslie Miller,89,Expert,2025-12-30 12:36:38.476169,4,High,Critical_4h,Fair,30,4.9,False,True,True,287.16,50
6702,9320,4K Joey,Signal Loss,Low,Closed,Network Operations,Lindsay Gardner,51,Developing,2025-10-17 12:36:38.476169,16,High,High_24h,Good,31,3.6,True,False,True,247.01,50
6703,11546,4K Joey,Signal Loss,High,Open,Technical Support,Stephanie Perez Dvm,69,Developing,2024-07-04 12:36:38.476169,67,Low,Medium_72h,Excellent,31,4.3,False,True,True,71.18,50
6704,3605,Hopper 3,Cancellation,Critical,Open,Network Operations,Megan Murray,84,Proficient,2025-10-24 12:36:38.476169,3,High,Critical_4h,Poor,28,4.8,True,True,False,432.13,50
6705,7996,Hopper 2,Signal Loss,Critical,Closed,Billing,William Whitehead,26,Developing,2024-11-06 12:36:38.476169,31,High,Medium_72h,Good,32,1.2,True,False,False,351.55,50
6706,4013,Joey,Activation,Medium,On Hold,Equipment Support,Hayley Lin,71,Proficient,2024-06-21 12:36:38.476169,21,High,High_24h,Excellent,31,3.0,True,True,True,222.93,50
6707,7673,Outdoor Dish,Hardware Failure,High,In Progress,Equipment Support,Yvonne Nelson Dds,44,Developing,2026-02-14 12:36:38.476169,23,High,High_24h,Excellent,30,3.6,False,False,True,414.32,50
6708,9359,4K Joey,Signal Loss,Low,On Hold,Network Operations,Karen Hunter,53,Developing,2024-08-28 12:36:38.476169,37,Low,Medium_72h,Fair,31,1.8,False,True,False,358.67,50
6709,5919,Wally,Upgrade,Medium,Resolved,Network Operations,Nicole Morgan,66,Developing,2025-04-02 12:36:38.476169,38,Low,Medium_72h,Poor,31,2.3,False,True,False,25.22,50
6710,5904,Super Joey,Cancellation,High,Clsd,Equipment Support,Joseph Tucker Md,39,Developing,2025-11-26 12:36:38.476169,67,Low,Medium_72h,Excellent,31,4.3,True,False,False,245.39,50
6711,2567,Joey,Upgrade,Critical,Open,Equipment Support,Daniel James,21,Developing,2025-10-02 12:36:38.476169,63,Low,Medium_72h,Fair,31,1.7,False,False,False,278.22,50
6712,12507,Super Joey,Hardware Failure,Low,Resolved,Installation,Mrs. Margaret Miller,71,Proficient,2024-11-19 12:36:38.476169,21,High,High_24h,Good,31,3.0,True,True,True,218.82,50
6713,4848,Hopper 2,Remote Pairing,Critical,Open,Sales,Terry Thomas,50,Developing,2024-06-20 12:36:38.476169,34,High,Medium_72h,Excellent,32,3.3,True,False,False,23.78,50
6714,9119,Super Joey,Hardware Failure,Low,Clsd,Equipment Support,Emily Clark,43,Developing,2025-04-18 12:36:38.476169,21,High,High_24h,Fair,31,3.3,True,False,True,380.35,50
6715,5098,Joey,Upgrade,Low,Closed,Sales,Richard Ramirez,59,Developing,2025-02-09 12:36:38.476169,30,High,Medium_72h,Good,31,1.8,False,True,False,238.42,50
6716,4074,4K Joey,Installation,Low,Open,Technical Support,Alexander Armstrong,33,Developing,2024-11-04 12:36:38.476169,42,Low,Medium_72h,Poor,31,1.7,True,False,False,123.94,50
6717,7454,Wally,Signal Loss,Low,Closed,Network Operations,Heidi Williams,25,Developing,2025-02-17 12:36:38.476169,56,Low,Medium_72h,Good,31,2.7,True,False,False,446.22,50
6718,4124,Super Joey,Signal Loss,Critical,On Hold,Technical Support,Courtney Collins,14,Developing,2025-01-30 12:36:38.476169,72,Low,Medium_72h,Fair,31,1.7,True,False,False,399.19,50
6719,9965,4K Joey,Activation,Medium,Closed,Equipment Support,Lindsey Stevens,38,Developing,2024-12-23 12:36:38.476169,71,Low,Medium_72h,Poor,31,3.9,True,False,False,141.28,50
6720,12148,Joey,Upgrade,Low,On Hold,Equipment Support,Thomas Martinez,45,Developing,2024-07-12 12:36:38.476169,44,Low,Medium_72h,Good,31,2.3,False,True,False,464.34,50
6721,6093,Super Joey,Upgrade,Critical,Closed,Sales,Hannah Parks,61,Developing,2025-08-08 12:36:38.476169,5,High,High_24h,Excellent,31,1.2,False,True,False,336.59,50
6722,11735,Super Joey,Cancellation,High,On Hold,Billing,Karen Brown,39,Developing,2024-12-30 12:36:38.476169,33,High,Medium_72h,Good,31,2.1,True,False,False,355.33,50
6723,5292,Wally,Activation,Critical,In Progress,Equipment Support,Paul Fry,30,Developing,2024-05-26 12:36:38.476169,71,Low,Medium_72h,Good,31,4.2,True,False,True,471.47,50
6724,6009,Super Joey,Hardware Failure,High,Open,Equipment Support,Paul Smith,73,Proficient,2024-08-27 12:36:38.476169,31,High,Medium_72h,Fair,31,3.7,True,True,True,205.27,50
6725,7571,Hopper 3,Billing,High,Open,Technical Support,Unassigned,53,Developing,2024-08-24 12:36:38.476169,54,Low,Medium_72h,Excellent,28,1.8,False,False,False,371.88,50
6726,12750,Joey,Billing,Medium,Closed,Installation,Alexandria Mccarthy,37,Developing,2025-02-06 12:36:38.476169,35,High,Medium_72h,Good,31,1.9,True,False,True,111.59,50
6727,1052,Hopper 2,Signal Loss,Low,In Progress,Network Operations,John Harris,40,Developing,2024-09-28 12:36:38.476169,58,Low,Medium_72h,Good,32,3.4,False,False,True,109.16,50
6728,12353,Outdoor Dish,Hardware Failure,High,Closed,Equipment Support,Christopher Cooper,43,Developing,2024-08-24 12:36:38.476169,20,High,High_24h,Excellent,30,2.0,True,False,False,306.22,50
6729,2204,Super Joey,Cancellation,Critical,In Progress,Technical Support,Charles Davis,77,Proficient,2024-03-30 12:36:38.476169,34,High,Medium_72h,Fair,31,4.2,True,True,False,168.32,50
6730,5559,Wally,Hardware Failure,Critical,Resolved,Equipment Support,Austin Hodge,66,Developing,2025-09-24 12:36:38.476169,43,Low,Medium_72h,Good,31,3.8,False,True,True,341.2,50
6731,12252,Wally,Remote Pairing,Low,On Hold,Billing,David Hernandez,40,Developing,2025-12-30 12:36:38.476169,35,High,Medium_72h,Fair,31,4.6,True,False,True,449.12,50
6732,6975,Joey,Billing,Medium,On Hold,Network Operations,Ronald Jones,74,Proficient,2024-04-10 12:36:38.476169,10,High,High_24h,Good,31,2.7,False,True,True,198.27,50
6733,10265,Wally,Billing,Critical,Clsd,Network Operations,Beverly Anderson,53,Developing,2024-05-14 12:36:38.476169,21,High,High_24h,Excellent,31,3.0,False,False,True,3.11,50
6734,12564,Super Joey,Upgrade,High,Open,Billing,Thomas Miranda,50,Developing,2024-05-25 12:36:38.476169,8,High,High_24h,Good,31,3.9,False,False,True,462.65,50
6735,7138,Hopper 2,Billing,Critical,Open,Sales,Ivan Bradshaw,44,Developing,2025-12-19 12:36:38.476169,38,Low,Medium_72h,Excellent,32,4.2,False,False,False,393.1,50
6736,2681,Hopper 3,Activation,Low,Open,Technical Support,Monique Beard,38,Developing,2026-02-17 12:36:38.476169,43,Low,Medium_72h,Poor,28,2.8,True,False,False,179.21,50
6737,11375,Super Joey,Installation,Critical,Clsd,Billing,Ashley Horton,73,Proficient,2025-12-29 12:36:38.476169,16,High,High_24h,Good,31,3.3,False,True,False,291.03,50
6738,7314,Super Joey,Installation,Medium,Closed,Technical Support,Tiffany Bolton,31,Developing,2024-11-12 12:36:38.476169,34,High,Medium_72h,Poor,31,1.1,False,False,True,153.14,50
6739,1809,Super Joey,Upgrade,Critical,Closed,Billing,Kenneth Fleming,78,Proficient,2025-07-07 12:36:38.476169,16,High,High_24h,Excellent,31,4.4,True,True,False,369.99,50
6740,5627,Super Joey,Remote Pairing,Medium,Closed,Sales,Amanda Diaz,69,Developing,2025-07-20 12:36:38.476169,67,Low,Medium_72h,Excellent,31,4.6,False,True,True,122.52,50
6741,4031,Super Joey,Signal Loss,Critical,On Hold,Equipment Support,Corey Taylor,30,Developing,2025-03-06 12:36:38.476169,32,High,Medium_72h,Poor,31,1.3,False,False,False,237.2,50
6742,7011,Super Joey,Hardware Failure,Critical,Resolved,Installation,Jordan Jimenez,64,Developing,2025-02-23 12:36:38.476169,57,Low,Medium_72h,Fair,31,3.7,False,True,False,196.93,50
6743,2773,Hopper 3,Upgrade,High,Resolved,Equipment Support,Lisa Cruz Dvm,54,Developing,2024-08-09 12:36:38.476169,52,Low,Medium_72h,Fair,28,4.7,False,False,False,16.37,50
6744,5706,4K Joey,Remote Pairing,Medium,Closed,Installation,Matthew Smith,47,Developing,2024-11-18 12:36:38.476169,64,Low,Medium_72h,Good,31,2.3,True,True,False,478.17,50
6745,10690,Super Joey,Installation,Low,Clsd,Installation,Amy Perry,40,Developing,2025-09-16 12:36:38.476169,66,Low,Medium_72h,Poor,31,4.6,True,False,False,271.2,50
6746,12818,Joey,Cancellation,Medium,On Hold,Technical Support,Unassigned,53,Developing,2025-02-10 12:36:38.476169,12,High,High_24h,Good,31,3.0,True,False,True,396.54,50
6747,5700,Hopper 2,Installation,High,In Progress,Sales,Mark Clark,54,Developing,2024-07-09 12:36:38.476169,45,Low,Medium_72h,Excellent,32,1.0,True,True,False,55.17,50
6748,12859,Super Joey,Upgrade,High,In Progress,Installation,Nicholas Ramirez,47,Developing,2024-07-31 12:36:38.476169,7,High,High_24h,Excellent,31,3.0,False,False,True,375.0,50
6749,9508,Joey,Signal Loss,Low,Closed,Equipment Support,Jon Whitney,42,Developing,2025-06-01 12:36:38.476169,2,High,Critical_4h,Poor,31,1.5,True,False,False,234.58,50
6750,11222,Wally,Billing,High,Clsd,Sales,April Mcdowell,65,Developing,2024-05-12 12:36:38.476169,47,Low,Medium_72h,Poor,31,2.6,False,True,True,26.57,50
