Program_Genre,Channel_Name,Device_Type,Stream_Quality,Total_View_Duration_Mins,Total_Engagement_Hours,Average_View_Duration_Mins,Total_Views,Unique_Customer_Count,Avg_Buffering_Events,Avg_User_Rating,Quality_Satisfaction,Engagement_Score,Popularity_Tier,Customer_Penetration,Genre_Strength_Index,Device_Adoption_Index,Content_Health,Viewing_Frequency,Content_Reach_Score,Ad_Opportunity_Score
News,Hbo,Mobile App,4K,684,11.4,97.71428571428571,7,7,10.571428571428571,3.5714285714285716,Poor,60,High,38,99,96,Healthy,10,26,24
News,Hbo,Mobile App,HD,398,6.633333333333334,99.5,4,4,6.75,2.0,Poor,44,Low,22,99,96,At_Risk,10,17,14
News,Hbo,Mobile App,SD,435,7.25,108.75,4,4,8.25,2.75,Poor,49,Low,22,99,96,At_Risk,10,17,11
News,Hbo,Set-Top Box,4K,1035,17.25,129.375,8,8,8.375,2.625,Poor,59,High,44,99,99,Healthy,10,30,33
News,Hbo,Set-Top Box,SD,764,12.733333333333333,109.14285714285714,7,7,7.571428571428571,3.4285714285714284,Poor,60,High,38,99,99,Healthy,10,26,25
News,Hbo,Smart Tv,4K,1038,17.3,207.6,5,5,7.4,2.6,Poor,61,Low,27,99,95,Healthy,10,20,17
News,Hbo,Smart Tv,HD,820,13.666666666666666,117.14285714285714,7,7,8.0,4.0,Poor,64,High,38,99,95,Healthy,10,26,22
News,Hbo,Smart Tv,SD,553,9.216666666666667,110.6,5,5,7.094199312714776,2.6,Poor,51,Low,27,99,95,Healthy,10,20,17
News,Hbo,Tablet,4K,1087,18.116666666666667,181.16666666666666,6,6,5.666666666666667,3.1666666666666665,Poor,64,Medium,33,99,96,Healthy,10,23,20
News,Hbo,Tablet,HD,1186,19.766666666666666,148.25,8,8,5.9338745704467355,2.875,Poor,62,High,44,99,96,Healthy,10,30,32
News,Hbo,Tablet,SD,815,13.583333333333334,163.0,5,5,8.6,3.4,Poor,61,Low,27,99,96,Healthy,10,20,14
News,Hgtv,Laptop,4K,253,4.216666666666667,63.25,4,4,10.25,4.5,Poor,55,Low,22,99,100,Healthy,10,17,4
News,Hgtv,Laptop,HD,1083,18.05,135.375,8,8,8.375,3.625,Poor,65,High,44,99,100,Healthy,10,30,29
News,Hgtv,Laptop,SD,1123,18.716666666666665,224.6,5,5,7.0,3.2,Poor,67,Low,27,99,100,Healthy,10,20,14
News,Hgtv,Mobile App,4K,302,5.033333333333333,100.66666666666667,3,3,8.0,2.0,Poor,41,Low,16,99,96,At_Risk,10,13,8
News,Hgtv,Mobile App,HD,1185,19.75,107.72727272727273,11,11,8.545454545454545,2.6363636363636362,Poor,60,Viral,61,99,96,Healthy,10,40,50
News,Hgtv,Mobile App,SD,1018,16.966666666666665,145.42857142857142,7,7,8.428571428571429,2.4285714285714284,Poor,58,High,38,99,96,Healthy,10,26,29
News,Hgtv,Set-Top Box,4K,1457,24.283333333333335,132.45454545454547,11,11,8.085635738831614,3.4545454545454546,Poor,68,Viral,61,99,99,Healthy,10,40,47
News,Hgtv,Set-Top Box,HD,546,9.1,91.0,6,6,6.0,2.1666666666666665,Poor,49,Medium,33,99,99,At_Risk,10,23,24
News,Hgtv,Set-Top Box,SD,584,9.733333333333333,146.0,4,4,5.0,2.25,Fair,50,Low,22,99,99,Healthy,10,17,13
News,Hgtv,Smart Tv,4K,1069,17.816666666666666,118.77777777777777,9,9,9.444444444444445,2.888888888888889,Poor,61,Viral,50,99,95,Healthy,10,34,38
News,Hgtv,Smart Tv,HD,945,15.75,135.0,7,7,6.714285714285714,3.142857142857143,Poor,61,High,38,99,95,Healthy,10,26,26
News,Hgtv,Smart Tv,SD,648,10.8,162.0,4,4,8.5,3.5,Poor,60,Low,22,99,95,Healthy,10,17,8
News,Hgtv,Tablet,4K,637,10.616666666666667,106.16666666666667,6,6,9.666666666666666,3.5,Poor,58,Medium,33,99,96,Healthy,10,23,19
News,Hgtv,Tablet,HD,369,6.15,73.8,5,5,4.8,3.0,Fair,50,Low,27,99,96,Healthy,10,20,15
News,Hgtv,Tablet,SD,890,14.833333333333334,178.0,5,5,9.0,3.0,Poor,61,Low,27,99,96,Healthy,10,20,15
News,Local Channel,Laptop,4K,1030,17.166666666666668,171.66666666666666,6,6,6.166666666666667,2.8333333333333335,Poor,61,Medium,33,99,100,Healthy,10,23,21
News,Local Channel,Laptop,HD,1291,21.516666666666666,129.1,10,10,7.1,3.1,Poor,64,Viral,55,99,100,Healthy,10,37,43
News,Local Channel,Laptop,SD,750,12.5,125.0,6,6,8.411832760595647,3.0,Poor,57,Medium,33,99,100,Healthy,10,23,21
News,Local Channel,Mobile App,4K,591,9.85,118.2,5,5,4.0,3.4,Fair,57,Low,27,99,96,Healthy,10,20,14
News,Local Channel,Mobile App,HD,397,6.616666666666666,198.5,2,2,5.735498281786942,1.0,Poor,41,Low,11,99,96,At_Risk,10,10,7
News,Local Channel,Mobile App,SD,429,7.15,85.8,5,5,10.8,2.4,Poor,47,Low,27,99,96,At_Risk,10,20,18
News,Local Channel,Set-Top Box,4K,812,13.533333333333333,90.22222222222223,9,9,8.16344406261932,2.2222222222222223,Poor,54,Viral,50,99,99,Healthy,10,34,41
News,Local Channel,Set-Top Box,HD,507,8.45,126.75,4,4,8.0,3.0,Poor,53,Low,22,99,99,Healthy,10,17,10
News,Local Channel,Set-Top Box,SD,703,11.716666666666667,140.6,5,5,5.0,2.8,Fair,56,Low,27,99,99,Healthy,10,20,16
News,Local Channel,Smart Tv,4K,147,2.45,49.0,3,3,5.333333333333333,3.0,Poor,42,Low,16,99,95,At_Risk,10,13,4
News,Local Channel,Smart Tv,HD,601,10.016666666666667,120.2,5,5,4.0,3.8,Fair,59,Low,27,99,95,Healthy,10,20,12
News,Local Channel,Smart Tv,SD,1477,24.616666666666667,123.08333333333333,12,12,6.416666666666667,4.083333333333333,Poor,72,Viral,66,99,95,Healthy,10,43,50
News,Local Channel,Tablet,4K,1252,20.866666666666667,208.66666666666666,6,6,8.166666666666666,2.8333333333333335,Poor,65,Medium,33,99,96,Healthy,10,23,21
News,Local Channel,Tablet,HD,575,9.583333333333334,95.83333333333333,6,6,6.833333333333333,3.6666666666666665,Poor,58,Medium,33,99,96,Healthy,10,23,18
News,Local Channel,Tablet,SD,1483,24.716666666666665,164.77777777777777,9,9,5.0,2.888888888888889,Fair,66,Viral,50,99,96,Healthy,10,34,38
News,Nbc,Laptop,4K,957,15.95,136.71428571428572,7,7,8.352999509081984,3.4285714285714284,Poor,63,High,38,99,100,Healthy,10,26,25
News,Nbc,Laptop,HD,1348,22.466666666666665,149.77777777777777,9,9,9.0,2.4444444444444446,Poor,61,Viral,50,99,100,Healthy,10,34,40
News,Nbc,Laptop,SD,891,14.85,127.28571428571429,7,7,9.285714285714286,2.857142857142857,Poor,58,High,38,99,100,Healthy,10,26,27
News,Nbc,Mobile App,4K,801,13.35,133.5,6,6,7.5,2.5,Poor,55,Medium,33,99,96,Healthy,10,23,23
News,Nbc,Mobile App,HD,549,9.15,137.25,4,4,5.5,3.5,Poor,57,Low,22,99,96,Healthy,10,17,8
News,Nbc,Mobile App,SD,745,12.416666666666666,124.16666666666667,6,6,11.666666666666666,2.5,Poor,54,Medium,33,99,96,Healthy,10,23,23
News,Nbc,Set-Top Box,4K,557,9.283333333333333,92.83333333333333,6,6,8.333333333333334,3.1666666666666665,Poor,55,Medium,33,99,99,Healthy,10,23,20
News,Nbc,Set-Top Box,HD,1170,19.5,97.5,12,12,5.416666666666667,3.5833333333333335,Poor,66,Viral,66,99,99,Healthy,10,43,52
News,Nbc,Set-Top Box,SD,955,15.916666666666666,106.11111111111111,9,9,6.444444444444445,3.2222222222222223,Poor,61,Viral,50,99,99,Healthy,10,34,37
News,Nbc,Smart Tv,4K,1053,17.55,117.0,9,9,7.111111111111111,3.2222222222222223,Poor,62,Viral,50,99,95,Healthy,10,34,37
News,Nbc,Smart Tv,HD,1297,21.616666666666667,144.11111111111111,9,9,7.104665903016419,2.888888888888889,Poor,63,Viral,50,99,95,Healthy,10,34,38
News,Nbc,Smart Tv,SD,408,6.8,102.0,4,4,10.0,3.5,Poor,53,Low,22,99,95,Healthy,10,17,8
News,Nbc,Tablet,4K,1210,20.166666666666668,134.44444444444446,9,9,6.385666284841543,2.3333333333333335,Poor,59,Viral,50,99,96,Healthy,10,34,40
News,Nbc,Tablet,HD,756,12.6,108.0,7,7,7.714285714285714,3.142857142857143,Poor,58,High,38,99,96,Healthy,10,26,26
News,Nbc,Tablet,SD,631,10.516666666666667,78.875,8,8,10.5,3.0,Poor,56,High,44,99,96,Healthy,10,30,32
News,Netflix,Laptop,4K,1551,25.85,141.0,11,11,8.0,3.0,Poor,66,Viral,61,99,100,Healthy,10,40,49
News,Netflix,Laptop,HD,654,10.9,93.42857142857143,7,7,4.0,2.7142857142857144,Fair,54,High,38,99,100,Healthy,10,26,28
News,Netflix,Laptop,SD,796,13.266666666666667,99.5,8,8,5.5588745704467355,2.875,Poor,57,High,44,99,100,Healthy,10,30,32
News,Netflix,Mobile App,4K,1142,19.033333333333335,190.33333333333334,6,6,11.5,2.8333333333333335,Poor,63,Medium,33,99,96,Healthy,10,23,21
News,Netflix,Mobile App,HD,1590,26.5,132.5,12,12,8.705916380297824,3.25,Poor,68,Viral,66,99,96,Healthy,10,43,53
News,Netflix,Mobile App,SD,814,13.566666666666666,116.28571428571429,7,7,11.714285714285714,2.0,Poor,52,High,38,99,96,Healthy,10,26,30
News,Netflix,Set-Top Box,4K,477,7.95,79.5,6,6,2.1666666666666665,3.5,Fair,55,Medium,33,99,99,Healthy,10,23,19
News,Netflix,Set-Top Box,HD,776,12.933333333333334,97.0,8,8,6.5,3.25,Poor,59,High,44,99,99,Healthy,10,30,31
News,Netflix,Set-Top Box,SD,1121,18.683333333333334,140.125,8,8,7.125,4.0,Poor,68,High,44,99,99,Healthy,10,30,28
News,Netflix,Smart Tv,4K,851,14.183333333333334,94.55555555555556,9,9,7.222222222222222,3.111111111111111,Poor,59,Viral,50,99,95,Healthy,10,34,37
News,Netflix,Smart Tv,HD,1973,32.88333333333333,164.41666666666666,12,12,8.122583046964492,3.5,Poor,73,Viral,66,99,95,Healthy,10,43,52
News,Netflix,Smart Tv,SD,328,5.466666666666667,164.0,2,2,11.0,4.0,Poor,56,Low,11,99,95,Healthy,10,10,0
News,Netflix,Tablet,4K,930,15.5,116.25,8,8,8.625,3.0,Poor,60,High,44,99,96,Healthy,10,30,32
News,Netflix,Tablet,HD,562,9.366666666666667,80.28571428571429,7,7,9.428571428571429,2.857142857142857,Poor,53,High,38,99,96,Healthy,10,26,27
News,Netflix,Tablet,SD,1194,19.9,119.4,10,10,7.4,3.1,Poor,63,Viral,55,99,96,Healthy,10,37,43
News,Showtime,Laptop,4K,171,2.85,57.0,3,3,6.666666666666667,2.3333333333333335,Poor,38,Low,16,99,100,At_Risk,10,13,7
News,Showtime,Laptop,HD,426,7.1,106.5,4,4,8.25,2.5,Poor,48,Low,22,99,100,At_Risk,10,17,12
News,Showtime,Laptop,SD,911,15.183333333333334,130.14285714285714,7,7,8.285714285714286,2.857142857142857,Poor,59,High,38,99,100,Healthy,10,26,27
News,Showtime,Mobile App,4K,1089,18.15,108.9,10,10,5.047099656357388,3.4,Poor,64,Viral,55,99,96,Healthy,10,37,41
News,Showtime,Mobile App,HD,1570,26.166666666666668,157.0,10,10,5.247099656357388,3.4,Poor,69,Viral,55,99,96,Healthy,10,37,41
News,Showtime,Mobile App,SD,519,8.65,129.75,4,4,5.0,3.25,Fair,55,Low,22,99,96,Healthy,10,17,9
News,Showtime,Set-Top Box,4K,488,8.133333333333333,97.6,5,5,10.6,3.6,Poor,56,Low,27,99,99,Healthy,10,20,13
News,Showtime,Set-Top Box,HD,467,7.783333333333333,93.4,5,5,7.4,2.6,Poor,49,Low,27,99,99,At_Risk,10,20,17
News,Showtime,Set-Top Box,SD,183,3.05,61.0,3,3,4.333333333333333,3.3333333333333335,Fair,45,Low,16,99,99,At_Risk,10,13,3
News,Showtime,Smart Tv,4K,444,7.4,88.8,5,5,7.4,2.8,Poor,50,Low,27,99,95,Healthy,10,20,16
News,Showtime,Smart Tv,HD,1361,22.683333333333334,113.41666666666667,12,12,12.333333333333334,3.0,Poor,64,Viral,66,99,95,Healthy,10,43,54
News,Showtime,Smart Tv,SD,1460,24.333333333333332,132.72727272727272,11,11,7.909090909090909,3.4545454545454546,Poor,68,Viral,61,99,95,Healthy,10,40,47
News,Showtime,Tablet,4K,492,8.2,82.0,6,6,6.5,3.8333333333333335,Poor,58,Medium,33,99,96,Healthy,10,23,17
News,Showtime,Tablet,HD,192,3.2,64.0,3,3,6.666666666666667,3.0,Poor,43,Low,16,99,96,At_Risk,10,13,4
News,Showtime,Tablet,SD,1077,17.95,107.7,10,10,6.2,2.9,Poor,61,Viral,55,99,96,Healthy,10,37,43
Reality Tv,Abc,Laptop,4K,873,14.55,124.71428571428571,7,7,5.571428571428571,3.142857142857143,Poor,60,High,38,98,100,Healthy,10,26,26
Reality Tv,Abc,Laptop,HD,879,14.65,109.875,8,8,6.5588745704467355,3.0,Poor,59,High,44,98,100,Healthy,10,30,32
Reality Tv,Abc,Laptop,SD,959,15.983333333333333,137.0,7,7,11.142857142857142,2.857142857142857,Poor,59,High,38,98,100,Healthy,10,26,27
Reality Tv,Abc,Mobile App,4K,861,14.35,107.625,8,8,6.875,3.5,Poor,62,High,44,98,96,Healthy,10,30,30
Reality Tv,Abc,Mobile App,HD,954,15.9,106.0,9,9,6.333333333333333,3.7777777777777777,Poor,65,Viral,50,98,96,Healthy,10,34,34
Reality Tv,Abc,Mobile App,SD,1267,21.116666666666667,126.7,10,10,8.5,3.0,Poor,63,Viral,55,98,96,Healthy,10,37,43
Reality Tv,Abc,Set-Top Box,4K,474,7.9,94.8,5,5,6.294199312714777,3.0,Poor,52,Low,27,98,99,Healthy,10,20,15
Reality Tv,Abc,Set-Top Box,HD,790,13.166666666666666,98.75,8,8,7.125,3.125,Poor,59,High,44,98,99,Healthy,10,30,31
Reality Tv,Abc,Set-Top Box,SD,480,8.0,96.0,5,5,6.2,3.0,Poor,52,Low,27,98,99,Healthy,10,20,15
Reality Tv,Abc,Smart Tv,4K,1021,17.016666666666666,113.44444444444444,9,9,3.6666666666666665,3.7777777777777777,Fair,65,Viral,50,98,95,Healthy,10,34,34
Reality Tv,Abc,Smart Tv,HD,1133,18.883333333333333,141.625,8,8,7.0,2.875,Poor,62,High,44,98,95,Healthy,10,30,32
Reality Tv,Abc,Smart Tv,SD,865,14.416666666666666,173.0,5,5,8.4,3.0,Poor,60,Low,27,98,95,Healthy,10,20,15
Reality Tv,Abc,Tablet,4K,417,6.95,104.25,4,4,6.75,3.25,Poor,52,Low,22,98,96,Healthy,10,17,9
Reality Tv,Abc,Tablet,HD,1274,21.233333333333334,127.4,10,10,6.794199312714777,2.8,Poor,62,Viral,55,98,96,Healthy,10,37,44
Reality Tv,Abc,Tablet,SD,364,6.066666666666666,72.8,5,5,8.6,3.4,Poor,52,Low,27,98,96,Healthy,10,20,14
Reality Tv,Amc,Laptop,4K,864,14.4,144.0,6,6,6.166666666666667,2.8333333333333335,Poor,58,Medium,33,98,100,Healthy,10,23,21
Reality Tv,Amc,Laptop,HD,341,5.683333333333334,85.25,4,4,11.5,3.25,Poor,50,Low,22,98,100,Healthy,10,17,9
Reality Tv,Amc,Laptop,SD,961,16.016666666666666,137.28571428571428,7,7,8.924428080510555,2.2857142857142856,Poor,56,High,38,98,100,Healthy,10,26,29
Reality Tv,Amc,Mobile App,4K,542,9.033333333333333,180.66666666666666,3,3,6.490332187857962,4.0,Poor,61,Low,16,98,96,Healthy,10,13,0
Reality Tv,Amc,Mobile App,HD,384,6.4,96.0,4,4,8.25,2.25,Poor,45,Low,22,98,96,At_Risk,10,17,13
Reality Tv,Amc,Mobile App,SD,626,10.433333333333334,89.42857142857143,7,7,7.0,2.2857142857142856,Poor,51,High,38,98,96,Healthy,10,26,29
Reality Tv,Amc,Set-Top Box,4K,1513,25.216666666666665,126.08333333333333,12,12,7.166666666666667,3.0,Poor,66,Viral,66,98,99,Healthy,10,43,54
Reality Tv,Amc,Set-Top Box,HD,1127,18.783333333333335,140.875,8,8,9.375,2.625,Poor,60,High,44,98,99,Healthy,10,30,33
Reality Tv,Amc,Set-Top Box,SD,1197,19.95,119.7,10,10,7.1,3.4,Poor,65,Viral,55,98,99,Healthy,10,37,41
Reality Tv,Amc,Smart Tv,4K,675,11.25,168.75,4,4,5.0,2.25,Fair,53,Low,22,98,95,Healthy,10,17,13
Reality Tv,Amc,Smart Tv,HD,896,14.933333333333334,128.0,7,7,5.638713794796269,2.4285714285714284,Poor,56,High,38,98,95,Healthy,10,26,29
Reality Tv,Amc,Smart Tv,SD,621,10.35,124.2,5,5,6.0,3.6,Poor,59,Low,27,98,95,Healthy,10,20,13
Reality Tv,Amc,Tablet,4K,623,10.383333333333333,155.75,4,4,7.25,2.75,Poor,54,Low,22,98,96,Healthy,10,17,11
Reality Tv,Amc,Tablet,HD,820,13.666666666666666,164.0,5,5,5.8,3.2,Poor,60,Low,27,98,96,Healthy,10,20,14
Reality Tv,Amc,Tablet,SD,1016,16.933333333333334,127.0,8,8,7.125,3.125,Poor,62,High,44,98,96,Healthy,10,30,31
Reality Tv,Cbs,Laptop,4K,979,16.316666666666666,163.16666666666666,6,6,8.166666666666666,2.5,Poor,58,Medium,33,98,100,Healthy,10,23,23
Reality Tv,Cbs,Laptop,HD,226,3.7666666666666666,75.33333333333333,3,3,5.0,2.3333333333333335,Fair,40,Low,16,98,100,At_Risk,10,13,7
Reality Tv,Cbs,Laptop,SD,986,16.433333333333334,197.2,5,5,7.8,3.6,Poor,66,Low,27,98,100,Healthy,10,20,13
Reality Tv,Cbs,Mobile App,4K,551,9.183333333333334,137.75,4,4,8.25,3.0,Poor,54,Low,22,98,96,Healthy,10,17,10
Reality Tv,Cbs,Mobile App,HD,988,16.466666666666665,123.5,8,8,6.4338745704467355,3.5,Poor,63,High,44,98,96,Healthy,10,30,30
Reality Tv,Cbs,Mobile App,SD,615,10.25,102.5,6,6,5.411832760595647,2.6666666666666665,Poor,53,Medium,33,98,96,Healthy,10,23,22
Reality Tv,Cbs,Set-Top Box,4K,908,15.133333333333333,113.5,8,8,7.375,2.625,Poor,57,High,44,98,99,Healthy,10,30,33
Reality Tv,Cbs,Set-Top Box,HD,526,8.766666666666667,131.5,4,4,10.0,3.25,Poor,55,Low,22,98,99,Healthy,10,17,9
Reality Tv,Cbs,Set-Top Box,SD,922,15.366666666666667,184.4,5,5,6.6,2.2,Poor,57,Low,27,98,99,Healthy,10,20,18
Reality Tv,Cbs,Smart Tv,4K,825,13.75,165.0,5,5,9.2,3.6,Poor,63,Low,27,98,95,Healthy,10,20,13
Reality Tv,Cbs,Smart Tv,HD,412,6.866666666666666,51.5,8,8,5.9338745704467355,2.75,Poor,51,High,44,98,95,Healthy,10,30,33
Reality Tv,Cbs,Smart Tv,SD,468,7.8,156.0,3,3,8.333333333333334,2.6666666666666665,Poor,51,Low,16,98,95,Healthy,10,13,5
Reality Tv,Cbs,Tablet,4K,773,12.883333333333333,193.25,4,4,7.0,3.5,Poor,63,Low,22,98,96,Healthy,10,17,8
Reality Tv,Cbs,Tablet,HD,1356,22.6,193.71428571428572,7,7,7.428571428571429,1.7142857142857142,Poor,59,High,38,98,96,Healthy,10,26,32
Reality Tv,Cbs,Tablet,SD,565,9.416666666666666,94.16666666666667,6,6,6.666666666666667,3.8333333333333335,Poor,59,Medium,33,98,96,Healthy,10,23,17
Reality Tv,Cnn,Laptop,4K,587,9.783333333333333,117.4,5,5,4.894199312714777,3.4,Fair,57,Low,27,98,100,Healthy,10,20,14
Reality Tv,Cnn,Laptop,HD,1268,21.133333333333333,158.5,8,8,6.0,2.375,Poor,60,High,44,98,100,Healthy,10,30,34
Reality Tv,Cnn,Laptop,SD,992,16.533333333333335,165.33333333333334,6,6,8.666666666666666,3.8333333333333335,Poor,66,Medium,33,98,100,Healthy,10,23,17
Reality Tv,Cnn,Mobile App,4K,483,8.05,60.375,8,8,6.6838745704467355,3.0,Poor,54,High,44,98,96,Healthy,10,30,32
Reality Tv,Cnn,Mobile App,HD,1074,17.9,119.33333333333333,9,9,8.666666666666666,3.2222222222222223,Poor,63,Viral,50,98,96,Healthy,10,34,37
Reality Tv,Cnn,Mobile App,SD,1247,20.783333333333335,124.7,10,10,8.4,3.2,Poor,64,Viral,55,98,96,Healthy,10,37,42
Reality Tv,Cnn,Set-Top Box,4K,1046,17.433333333333334,104.6,10,10,6.141298969072165,2.6,Poor,59,Viral,55,98,99,Healthy,10,37,45
Reality Tv,Cnn,Set-Top Box,HD,1200,20.0,171.42857142857142,7,7,8.21014236622484,3.2857142857142856,Poor,66,High,38,98,99,Healthy,10,26,25
Reality Tv,Cnn,Set-Top Box,SD,950,15.833333333333334,118.75,8,8,7.0588745704467355,3.0,Poor,60,High,44,98,99,Healthy,10,30,32
Reality Tv,Cnn,Smart Tv,4K,165,2.75,82.5,2,2,2.0,3.0,Good,41,Low,11,98,95,At_Risk,10,10,0
Reality Tv,Cnn,Smart Tv,HD,740,12.333333333333334,123.33333333333333,6,6,8.666666666666666,3.6666666666666665,Poor,61,Medium,33,98,95,Healthy,10,23,18
Reality Tv,Cnn,Smart Tv,SD,819,13.65,117.0,7,7,8.428571428571429,2.5714285714285716,Poor,56,High,38,98,95,Healthy,10,26,28
Reality Tv,Cnn,Tablet,4K,926,15.433333333333334,115.75,8,8,6.1838745704467355,2.625,Poor,57,High,44,98,96,Healthy,10,30,33
Reality Tv,Cnn,Tablet,HD,1768,29.466666666666665,160.72727272727272,11,11,7.8609996875976265,2.727272727272727,Poor,67,Viral,61,98,96,Healthy,10,40,50
Reality Tv,Cnn,Tablet,SD,651,10.85,93.0,7,7,5.142857142857143,1.8571428571428572,Poor,49,High,38,98,96,At_Risk,10,26,31
Reality Tv,Discovery Channel,Laptop,4K,591,9.85,147.75,4,4,6.5,3.75,Poor,59,Low,22,98,100,Healthy,10,17,7
Reality Tv,Discovery Channel,Laptop,HD,1307,21.783333333333335,163.375,8,8,6.125,3.0,Poor,65,High,44,98,100,Healthy,10,30,32
Reality Tv,Discovery Channel,Laptop,SD,452,7.533333333333333,113.0,4,4,9.5,2.75,Poor,50,Low,22,98,100,Healthy,10,17,11
Reality Tv,Discovery Channel,Mobile App,4K,466,7.766666666666667,155.33333333333334,3,3,10.666666666666666,2.6666666666666665,Poor,51,Low,16,98,96,Healthy,10,13,5
Reality Tv,Discovery Channel,Mobile App,HD,520,8.666666666666666,130.0,4,4,6.25,3.25,Poor,55,Low,22,98,96,Healthy,10,17,9
Reality Tv,Discovery Channel,Mobile App,SD,921,15.35,184.2,5,5,9.094199312714776,2.8,Poor,60,Low,27,98,96,Healthy,10,20,16
Reality Tv,Discovery Channel,Set-Top Box,4K,296,4.933333333333334,98.66666666666667,3,3,8.666666666666666,3.0,Poor,47,Low,16,98,99,At_Risk,10,13,4
Reality Tv,Discovery Channel,Set-Top Box,HD,840,14.0,120.0,7,7,6.428571428571429,2.7142857142857144,Poor,57,High,38,98,99,Healthy,10,26,28
Reality Tv,Discovery Channel,Set-Top Box,SD,731,12.183333333333334,91.375,8,8,5.5,2.5,Poor,54,High,44,98,99,Healthy,10,30,34
Reality Tv,Discovery Channel,Smart Tv,4K,636,10.6,106.0,6,6,9.5,3.1666666666666665,Poor,56,Medium,33,98,95,Healthy,10,23,20
Reality Tv,Discovery Channel,Smart Tv,HD,407,6.783333333333333,135.66666666666666,3,3,12.0,2.6666666666666665,Poor,49,Low,16,98,95,At_Risk,10,13,5
Reality Tv,Discovery Channel,Smart Tv,SD,789,13.15,157.8,5,5,11.6,3.4,Poor,61,Low,27,98,95,Healthy,10,20,14
Reality Tv,Discovery Channel,Tablet,4K,506,8.433333333333334,84.33333333333333,6,6,6.833333333333333,2.5,Poor,50,Medium,33,98,96,Healthy,10,23,23
Reality Tv,Discovery Channel,Tablet,HD,1223,20.383333333333333,122.3,10,10,6.2,3.2,Poor,64,Viral,55,98,96,Healthy,10,37,42
Reality Tv,Discovery Channel,Tablet,SD,650,10.833333333333334,162.5,4,4,5.5,4.0,Poor,63,Low,22,98,96,Healthy,10,17,6
Reality Tv,Disney+,Laptop,4K,1064,17.733333333333334,152.0,7,7,7.067285223367698,3.142857142857143,Poor,63,High,38,98,100,Healthy,10,26,26
Reality Tv,Disney+,Laptop,HD,1402,23.366666666666667,127.45454545454545,11,11,8.951908778506718,3.272727272727273,Poor,66,Viral,61,98,100,Healthy,10,40,48
Reality Tv,Disney+,Laptop,SD,224,3.7333333333333334,74.66666666666667,3,3,9.666666666666666,3.3333333333333335,Poor,46,Low,16,98,100,At_Risk,10,13,3
Reality Tv,Disney+,Mobile App,4K,742,12.366666666666667,148.4,5,5,6.6,3.2,Poor,59,Low,27,98,96,Healthy,10,20,14
Reality Tv,Disney+,Mobile App,HD,688,11.466666666666667,137.6,5,5,9.2,3.0,Poor,56,Low,27,98,96,Healthy,10,20,15
Reality Tv,Disney+,Mobile App,SD,777,12.95,155.4,5,5,4.2,2.8,Fair,57,Low,27,98,96,Healthy,10,20,16
Reality Tv,Disney+,Set-Top Box,4K,1334,22.233333333333334,166.75,8,8,4.375,3.0,Fair,65,High,44,98,99,Healthy,10,30,32
Reality Tv,Disney+,Set-Top Box,HD,523,8.716666666666667,130.75,4,4,12.0,2.5,Poor,50,Low,22,98,99,Healthy,10,17,12
Reality Tv,Disney+,Set-Top Box,SD,304,5.066666666666666,76.0,4,4,6.75,3.75,Poor,52,Low,22,98,99,Healthy,10,17,7
Reality Tv,Disney+,Smart Tv,4K,607,10.116666666666667,101.16666666666667,6,6,7.166666666666667,3.1666666666666665,Poor,56,Medium,33,98,95,Healthy,10,23,20
Reality Tv,Disney+,Smart Tv,HD,1477,24.616666666666667,147.7,10,10,7.3,3.5,Poor,69,Viral,55,98,95,Healthy,10,37,41
Reality Tv,Disney+,Smart Tv,SD,1246,20.766666666666666,124.6,10,10,5.347099656357388,1.9,Poor,57,Viral,55,98,95,Healthy,10,37,47
Reality Tv,Disney+,Tablet,4K,1458,24.3,132.54545454545453,11,11,8.181818181818182,2.272727272727273,Poor,61,Viral,61,98,96,Healthy,10,40,52
Reality Tv,Disney+,Tablet,HD,959,15.983333333333333,95.9,10,10,7.8,2.3,Poor,56,Viral,55,98,96,Healthy,10,37,46
Reality Tv,Disney+,Tablet,SD,626,10.433333333333334,156.5,4,4,10.25,2.75,Poor,54,Low,22,98,96,Healthy,10,17,11
Reality Tv,Espn,Laptop,4K,403,6.716666666666667,100.75,4,4,6.5,2.0,Poor,44,Low,22,98,100,At_Risk,10,17,14
Reality Tv,Espn,Laptop,HD,398,6.633333333333334,79.6,5,5,8.094199312714776,3.4,Poor,53,Low,27,98,100,Healthy,10,20,14
Reality Tv,Espn,Laptop,SD,821,13.683333333333334,117.28571428571429,7,7,5.428571428571429,3.4285714285714284,Poor,61,High,38,98,100,Healthy,10,26,25
Reality Tv,Espn,Mobile App,4K,724,12.066666666666666,120.66666666666667,6,6,9.0,3.1666666666666665,Poor,58,Medium,33,98,96,Healthy,10,23,20
Reality Tv,Espn,Mobile App,HD,280,4.666666666666667,93.33333333333333,3,3,8.333333333333334,2.0,Poor,40,Low,16,98,96,At_Risk,10,13,8
Reality Tv,Espn,Mobile App,SD,1238,20.633333333333333,137.55555555555554,9,9,7.777777777777778,3.111111111111111,Poor,64,Viral,50,98,96,Healthy,10,34,37
Reality Tv,Espn,Set-Top Box,4K,944,15.733333333333333,104.88888888888889,9,9,7.888888888888889,3.6666666666666665,Poor,64,Viral,50,98,99,Healthy,10,34,35
