Log_ID,Customer_ID,Channel_Name,Program_Genre,Device_Type,Network_Type,View_Duration_Mins,Stream_Quality,Video_Resolution,Buffering_Events,Start_Time,End_Time,Timestamp,Content_Type,Playback_Speed,Subtitles_Enabled,Closed_Captions_Enabled,DVR_Playback,Skip_Ads,User_Rating,Autoplay_Triggered
10515,12603,ESPN,Sports,Mobile App,Guest WiFi,129,HD,480p,7.0,2025-07-04 00:52:39.452582,2025-07-30 16:16:39.452582,2025-07-25 09:22:39.452582,On-Demand,1.5x,False,False,False,True,2.0,False
10516,11773,Discovery Channel,Movie,Laptop,Guest WiFi,215,SD,2160p,4.0,2025-12-03 05:31:39.452582,2025-05-23 20:52:39.452582,2025-04-27 19:11:39.452582,On-Demand,0.5x,True,True,True,True,,True
10517,1286,NBC,Sports,Mobile App,Cellular,232,4K,2160p,4.0,2025-08-03 00:23:39.452582,2025-07-18 14:57:39.452582,2025-06-22 12:06:39.452582,Live,1x,False,False,False,False,2.0,False
10518,9790,HGTV,News,Mobile App,Guest WiFi,29,HD,2160p,6.0,2025-04-15 05:00:39.452582,2025-12-07 15:46:39.452582,2025-10-12 18:32:39.452582,Live,1.5x,False,False,False,True,2.0,False
10519,3488,Local Channel,Sports,Laptop,Cellular,147,SD,480p,4.0,2025-04-01 15:02:39.452582,2025-08-17 12:29:39.452582,2025-08-05 01:12:39.452582,On-Demand,1x,False,False,True,True,1.0,True
10520,11005,ABC,News,Smart TV,Cellular,38,4K,480p,12.0,2025-08-26 00:24:39.452582,2025-07-07 01:16:39.452582,2025-12-06 01:05:39.452582,On-Demand,1x,False,False,True,True,3.0,True
10521,10046,Disney+,Documentary,Laptop,Guest WiFi,236,SD,1080p,11.0,2025-07-22 00:44:39.452582,2025-03-29 11:41:39.452582,2025-09-24 02:46:39.452582,Recorded,1.5x,True,False,True,False,2.0,True
10522,8545,Disney+,News,Laptop,Mobile Network,17,HD,1080p,15.0,2025-04-11 20:55:39.452582,2025-04-03 20:17:39.452582,2025-04-10 08:31:39.452582,On-Demand,1.5x,True,False,True,True,5.0,False
10523,8320,AMC,Reality TV,Smart TV,Cellular,76,HD,1080p,3.0,2025-05-27 13:06:39.452582,2025-04-18 14:40:39.452582,2026-02-26 20:04:39.452582,Recorded,1x,True,False,True,False,2.0,True
10524,5302,Showtime,Talk Show,Tablet,Cellular,214,HD,720p,15.0,2025-04-08 10:41:39.452582,2025-09-20 23:47:39.452582,2025-12-09 06:09:39.452582,Recorded,2x,False,False,False,False,1.0,False
10525,10788,Showtime,Thriller,Set-top Box,Home WiFi,184,SD,2160p,10.0,2025-12-10 04:28:39.452582,2025-04-21 21:27:39.452582,2025-06-05 23:42:39.452582,On-Demand,0.5x,True,True,False,False,5.0,False
10526,5660,ESPN,Drama,Tablet,Guest WiFi,209,HD,1080p,5.0,2025-11-08 18:34:39.452582,2025-04-07 06:57:39.452582,2025-12-09 05:50:39.452582,On-Demand,2x,True,True,False,True,4.0,True
10527,10605,Netflix,Movie,Tablet,Home WiFi,106,HD,720p,12.0,2026-03-13 10:05:39.452582,2026-03-05 01:37:39.452582,2025-09-13 04:36:39.452582,On-Demand,0.5x,False,True,False,False,,True
10528,12663,HGTV,Talk Show,Set-top Box,Cellular,213,HD,480p,12.0,2025-08-06 01:00:39.452582,2025-05-25 03:19:39.452582,2025-12-06 20:50:39.452582,On-Demand,0.5x,True,False,True,False,5.0,True
10529,6983,NBC,Reality TV,Smart TV,Cellular,7364,SD,720p,2.0,2025-12-02 10:57:39.452582,2025-04-10 04:16:39.452582,2025-11-11 01:54:39.452582,Recorded,0.5x,True,True,False,False,,True
10530,10168,Showtime,Reality TV,Smart TV,Guest WiFi,235,HD,2160p,,2025-09-15 05:51:39.452582,2026-01-03 15:42:39.452582,2026-01-11 12:04:39.452582,On-Demand,0.5x,True,False,False,False,,False
10531,7816,HGTV,Thriller,Laptop,Mobile Network,200,HD,720p,12.0,2025-05-30 14:13:39.452582,2025-05-14 02:10:39.452582,2025-08-28 04:44:39.452582,On-Demand,0.5x,True,True,False,False,,False
10532,1726,AMC,Thriller,Set-top Box,Cellular,31,4K,720p,1.0,2025-09-30 08:55:39.452582,2025-10-18 05:10:39.452582,2025-07-06 17:56:39.452582,Recorded,0.5x,False,True,False,True,4.0,False
10533,2291,Local Channel,News,Tablet,Mobile Network,8404,SD,480p,7.0,2025-06-19 20:56:39.452582,2025-10-17 22:26:39.452582,2025-09-23 02:11:39.452582,On-Demand,1x,False,True,True,False,,True
10534,10091,CBS,Drama,Mobile App,Cellular,129,SD,720p,2.0,2025-07-12 08:51:39.452582,2025-07-10 18:02:39.452582,2025-05-04 15:31:39.452582,Recorded,0.5x,True,True,True,True,2.0,True
10535,1071,ABC,Comedy,Laptop,Mobile Network,195,HD,720p,12.0,2026-01-01 19:14:39.452582,2025-07-03 04:02:39.452582,2025-03-23 17:44:39.452582,Recorded,1.5x,False,True,True,False,3.0,False
10536,8354,Netflix,Animation,Laptop,Cellular,116,4K,2160p,,2025-08-20 05:44:39.452582,2025-07-07 04:48:39.452582,2026-02-26 02:36:39.452582,On-Demand,1.5x,False,True,True,False,2.0,True
10537,2981,AMC,Thriller,Smart TV,Cellular,37,HD,1080p,9.0,2025-08-26 20:22:39.452582,2025-10-10 02:37:39.452582,2026-01-06 23:15:39.452582,Live,0.5x,False,True,False,False,5.0,False
10538,9261,Netflix,Documentary,Laptop,Guest WiFi,12,4K,1080p,3.0,2025-09-07 21:01:39.452582,2026-02-06 10:10:39.452582,2025-11-08 06:42:39.452582,Live,0.5x,True,True,True,False,,True
10539,3835,HGTV,Talk Show,Tablet,Home WiFi,179,HD,720p,9.0,2025-07-15 03:00:39.452582,2025-11-06 10:11:39.452582,2026-01-14 21:44:39.452582,On-Demand,1.5x,False,True,True,True,,False
10540,11727,Showtime,Sports,Tablet,Guest WiFi,72,HD,720p,14.0,2025-08-05 12:35:39.452582,2026-01-28 05:35:39.452582,2025-12-09 05:10:39.452582,Live,1x,False,True,False,True,5.0,True
10541,8755,AMC,Comedy,Smart TV,Home WiFi,183,SD,480p,4.0,2025-11-20 06:47:39.452582,2025-09-19 07:21:39.452582,2025-09-30 04:34:39.452582,Recorded,1x,False,False,False,True,3.0,True
10542,4550,CBS,Thriller,Smart TV,Guest WiFi,101,SD,480p,2.0,2026-02-09 23:38:39.452582,2025-10-03 19:52:39.452582,2026-01-17 09:15:39.452582,Live,0.5x,True,True,True,True,3.0,True
10543,4648,FOX News,News,Set-top Box,Mobile Network,57,HD,480p,15.0,2025-04-21 09:10:39.452582,2025-03-31 15:58:39.452582,2025-10-05 08:03:39.452582,Live,0.5x,True,False,True,True,3.0,False
10544,3642,Disney+,News,Tablet,Guest WiFi,155,SD,480p,11.0,2025-12-09 16:04:39.452582,2025-08-31 22:41:39.452582,2026-02-22 16:53:39.452582,Live,1x,False,False,False,True,4.0,True
10545,7868,Netflix,Animation,Set-top Box,Home WiFi,204,HD,480p,12.0,2026-02-13 15:39:39.452582,2025-06-18 13:52:39.452582,2025-06-16 00:29:39.452582,Live,2x,False,False,False,False,,False
10546,12686,Netflix,Talk Show,Smart TV,Mobile Network,53,4K,1080p,1.0,2026-03-06 06:28:39.452582,2025-06-30 20:10:39.452582,2025-10-22 13:49:39.452582,On-Demand,0.5x,True,True,True,True,,False
10547,4613,FOX News,Drama,Smart TV,Guest WiFi,199,SD,720p,7.0,2025-06-28 16:56:39.452582,2025-05-28 02:19:39.452582,2025-06-22 21:24:39.452582,On-Demand,0.5x,True,False,False,False,3.0,False
10548,12637,Netflix,Comedy,Smart TV,Cellular,45,SD,720p,7.0,2026-02-21 18:26:39.452582,2025-05-02 09:53:39.452582,2025-06-13 07:13:39.452582,Live,2x,False,False,False,True,1.0,False
10549,10387,FOX News,Series,Mobile App,Guest WiFi,146,HD,1080p,2.0,2025-03-20 14:15:39.452582,2025-09-11 23:50:39.452582,2026-01-15 23:00:39.452582,Live,2x,True,True,True,True,1.0,True
10550,6761,FOX News,News,Mobile App,Mobile Network,126,4K,2160p,3.0,2025-08-28 17:49:39.452582,2025-09-04 16:51:39.452582,2025-10-12 15:10:39.452582,Recorded,0.5x,True,True,True,True,3.0,True
10551,3853,CNN,Thriller,Tablet,Home WiFi,178,HD,2160p,1.0,2025-12-27 20:38:39.452582,2025-10-08 06:38:39.452582,2025-06-26 16:59:39.452582,On-Demand,2x,False,False,False,True,1.0,True
10552,5875,Discovery Channel,News,Mobile App,Guest WiFi,222,SD,1080p,6.0,2025-08-07 03:47:39.452582,2025-07-16 00:02:39.452582,2025-05-28 08:24:39.452582,Live,0.5x,False,True,False,True,,True
10553,6081,CNN,Animation,Tablet,Cellular,38,HD,1080p,7.0,2026-02-22 06:58:39.452582,2026-01-31 09:58:39.452582,2025-07-10 20:22:39.452582,Live,1x,False,False,True,False,,False
10554,11035,CNN,Reality TV,Set-top Box,Home WiFi,55,SD,2160p,6.0,2025-04-11 21:40:39.452582,2025-03-22 13:49:39.452582,2025-09-13 16:13:39.452582,Recorded,1.5x,False,True,False,True,2.0,True
10555,9601,NBC,Series,Set-top Box,Guest WiFi,163,SD,2160p,13.0,2025-05-24 08:40:39.452582,2025-06-15 15:47:39.452582,2025-03-27 07:55:39.452582,On-Demand,1x,True,True,True,True,3.0,True
10556,3379,Discovery Channel,Series,Smart TV,Mobile Network,222,4K,720p,3.0,2025-09-15 02:46:39.452582,2025-10-18 06:41:39.452582,2025-05-04 17:19:39.452582,On-Demand,1.5x,False,False,False,False,,True
10557,11115,NBC,Reality TV,Laptop,Mobile Network,6,4K,1080p,4.0,2025-04-22 12:31:39.452582,2025-04-13 09:35:39.452582,2025-03-14 21:33:39.452582,On-Demand,1x,False,True,True,True,,True
10558,6276,Disney+,News,Laptop,Guest WiFi,78,HD,480p,15.0,2025-03-30 17:59:39.452582,2025-04-07 07:45:39.452582,2025-08-08 04:51:39.452582,On-Demand,0.5x,True,False,False,False,1.0,False
10559,9678,ABC,Documentary,Mobile App,Cellular,121,4K,1080p,12.0,2025-11-04 11:37:39.452582,2025-03-20 15:42:39.452582,2025-08-04 09:15:39.452582,Live,1x,True,True,False,False,,True
10560,12131,NBC,News,Laptop,Home WiFi,135,SD,720p,5.0,2025-12-09 22:04:39.452582,2025-08-09 22:59:39.452582,2025-05-15 00:50:39.452582,On-Demand,2x,True,True,False,False,2.0,False
10561,6382,CNN,Series,Smart TV,Mobile Network,204,4K,720p,12.0,2026-02-26 06:07:39.452582,2025-11-29 11:56:39.452582,2025-07-23 08:32:39.452582,On-Demand,1.5x,False,False,False,True,2.0,True
10562,7608,CBS,Comedy,Tablet,Cellular,8,4K,1080p,7.0,2025-06-08 19:42:39.452582,2025-05-10 21:06:39.452582,2025-09-23 08:15:39.452582,Recorded,2x,True,False,False,True,1.0,True
10563,9626,Showtime,Drama,Set-top Box,Guest WiFi,210,4K,480p,0.0,2025-06-08 04:52:39.452582,2025-04-16 16:02:39.452582,2026-02-02 08:45:39.452582,Recorded,2x,True,True,True,True,2.0,False
10564,10331,NBC,Sports,Mobile App,Mobile Network,39,HD,2160p,11.0,2025-04-24 21:53:39.452582,2025-10-24 16:16:39.452582,2025-06-13 20:36:39.452582,On-Demand,1.5x,True,False,True,True,2.0,False
10565,6326,CNN,Comedy,Tablet,Cellular,147,4K,2160p,1.0,2025-08-29 06:32:39.452582,2025-12-12 20:30:39.452582,2026-02-26 08:44:39.452582,Recorded,1.5x,False,False,True,True,1.0,True
10566,4326,Disney+,Drama,Smart TV,Mobile Network,129,HD,1080p,3.0,2025-06-22 16:10:39.452582,2026-01-29 08:53:39.452582,2025-06-19 19:18:39.452582,Live,2x,False,True,True,False,5.0,False
10567,12664,Showtime,Thriller,Mobile App,Mobile Network,6,SD,1080p,4.0,2025-08-21 22:55:39.452582,2025-07-05 22:15:39.452582,2025-09-20 19:00:39.452582,On-Demand,2x,False,False,True,True,3.0,False
10568,2340,HGTV,Sports,Smart TV,Cellular,42,4K,1080p,0.0,2025-11-02 06:35:39.452582,2025-07-12 03:48:39.452582,2026-01-12 06:57:39.452582,Live,1.5x,False,True,False,True,1.0,True
10569,6176,Netflix,Movie,Laptop,Home WiFi,106,HD,1080p,8.0,2025-10-31 09:03:39.452582,2026-01-18 03:23:39.452582,2025-08-15 21:05:39.452582,Live,1x,False,True,True,True,3.0,True
10570,6978,Disney+,Series,Mobile App,Cellular,215,HD,2160p,14.0,2026-02-26 15:42:39.452582,2026-02-25 13:36:39.452582,2025-04-24 22:05:39.452582,On-Demand,0.5x,True,True,False,False,4.0,True
10571,8721,ESPN,Series,Laptop,Cellular,52,4K,480p,9.0,2026-02-10 18:17:39.452582,2025-12-24 16:52:39.452582,2025-04-15 15:05:39.452582,Live,0.5x,True,True,True,False,,False
10572,3717,AMC,Animation,Laptop,Home WiFi,165,HD,480p,0.0,2025-11-23 02:57:39.452582,2025-08-28 17:59:39.452582,2025-06-03 06:17:39.452582,Live,0.5x,True,True,True,True,,True
10573,6724,CNN,Talk Show,Set-top Box,Guest WiFi,189,HD,2160p,2.0,2025-04-13 06:10:39.452582,2025-10-03 09:18:39.452582,2025-09-22 10:01:39.452582,Live,1x,False,False,False,False,1.0,True
10574,11912,Discovery Channel,Series,Smart TV,Guest WiFi,213,4K,720p,5.0,2025-12-05 17:48:39.452582,2025-06-06 18:41:39.452582,2025-08-22 09:25:39.452582,On-Demand,0.5x,False,True,True,False,3.0,False
10575,3175,HBO,News,Set-top Box,Home WiFi,97,4K,1080p,13.0,2026-01-18 02:15:39.452582,2025-08-19 05:06:39.452582,2025-12-17 07:27:39.452582,On-Demand,1.5x,True,False,True,False,1.0,True
10576,7286,ABC,Drama,Laptop,Home WiFi,118,HD,1080p,2.0,2025-08-21 05:21:39.452582,2026-03-04 17:59:39.452582,2025-08-27 04:01:39.452582,Recorded,1x,True,False,True,False,5.0,False
10577,4222,ABC,Reality TV,Mobile App,Cellular,208,SD,1080p,15.0,2025-07-15 16:27:39.452582,2025-08-10 21:04:39.452582,2025-08-03 08:46:39.452582,On-Demand,0.5x,False,True,False,True,4.0,True
10578,9598,ABC,Talk Show,Smart TV,Mobile Network,68,4K,480p,6.0,2026-03-07 21:35:39.452582,2026-01-12 21:21:39.452582,2025-07-30 21:59:39.452582,Live,0.5x,True,True,True,False,4.0,False
10579,3242,Netflix,Thriller,Set-top Box,Home WiFi,123,4K,720p,10.0,2025-04-23 11:08:39.452582,2025-07-24 23:13:39.452582,2025-11-30 22:50:39.452582,On-Demand,2x,False,True,True,False,1.0,True
10580,8382,Discovery Channel,Thriller,Laptop,Cellular,233,HD,480p,6.0,2025-05-28 04:25:39.452582,2025-03-14 23:31:39.452582,2025-12-17 00:46:39.452582,On-Demand,2x,True,True,False,False,3.0,False
10581,3725,CNN,Animation,Laptop,Cellular,187,SD,2160p,11.0,2025-05-20 14:00:39.452582,2026-02-14 06:59:39.452582,2026-02-24 06:20:39.452582,Recorded,1.5x,True,False,False,False,,False
10582,7072,AMC,News,Mobile App,Mobile Network,139,HD,1080p,7.0,2025-06-02 10:59:39.452582,2025-08-06 16:52:39.452582,2026-01-06 09:18:39.452582,Live,0.5x,True,True,True,False,5.0,False
10583,8257,ABC,Series,Set-top Box,Guest WiFi,29,4K,720p,8.0,2025-09-22 12:13:39.452582,2025-12-01 08:24:39.452582,2025-04-20 16:15:39.452582,On-Demand,0.5x,True,True,False,False,,False
10584,12008,ESPN,Comedy,Smart TV,Home WiFi,172,SD,480p,15.0,2026-03-05 08:32:39.452582,2025-08-18 03:29:39.452582,2025-08-18 00:27:39.452582,Live,1x,True,False,False,False,1.0,False
10585,5870,HBO,Movie,Set-top Box,Home WiFi,196,HD,1080p,0.0,2025-09-17 08:54:39.452582,2025-03-25 20:11:39.452582,2025-04-09 08:23:39.452582,On-Demand,0.5x,True,False,False,True,5.0,True
10586,12376,AMC,Talk Show,Set-top Box,Home WiFi,70,SD,720p,8.0,2025-11-02 16:06:39.452582,2025-12-30 03:54:39.452582,2025-10-25 09:03:39.452582,Live,1.5x,True,True,False,True,1.0,False
10587,7075,HGTV,Talk Show,Set-top Box,Cellular,17,HD,720p,9.0,2025-08-04 23:13:39.452582,2025-10-14 08:02:39.452582,2025-11-15 11:59:39.452582,Live,1x,True,False,True,True,5.0,False
10588,9939,NBC,Documentary,Set-top Box,Mobile Network,229,SD,2160p,5.0,2026-01-14 15:47:39.452582,2025-10-11 09:04:39.452582,2025-04-28 14:20:39.452582,Recorded,1.5x,True,True,True,False,3.0,True
10589,6661,Showtime,News,Smart TV,Guest WiFi,38,4K,1080p,0.0,2025-09-12 05:05:39.452582,2026-01-15 12:27:39.452582,2025-11-28 17:48:39.452582,Recorded,0.5x,True,False,False,True,1.0,True
10590,12894,Disney+,Documentary,Set-top Box,Guest WiFi,175,HD,720p,15.0,2025-10-21 19:42:39.452582,2025-03-16 03:05:39.452582,2025-07-04 13:48:39.452582,On-Demand,0.5x,False,False,True,False,,False
10591,10304,NBC,Movie,Tablet,Guest WiFi,208,HD,720p,0.0,2025-10-17 05:22:39.452582,2025-10-31 10:07:39.452582,2025-12-22 12:33:39.452582,Live,1.5x,False,True,True,False,5.0,False
10592,8055,FOX News,Drama,Tablet,Home WiFi,152,SD,480p,6.0,2025-07-29 15:46:39.452582,2025-04-12 01:17:39.452582,2025-04-06 17:27:39.452582,Live,1x,False,False,False,True,4.0,True
10593,6249,CNN,Sports,Set-top Box,Guest WiFi,107,SD,720p,10.0,2025-09-03 09:26:39.452582,2026-01-17 00:33:39.452582,2025-03-27 04:29:39.452582,Live,1.5x,False,True,True,False,,False
10594,10149,Local Channel,Reality TV,Mobile App,Guest WiFi,110,SD,480p,14.0,2025-09-11 18:27:39.452582,2025-12-15 10:59:39.452582,2026-01-07 04:20:39.452582,Live,2x,False,False,True,False,5.0,False
10595,4677,CNN,Sports,Laptop,Home WiFi,19,4K,480p,1.0,2026-03-07 18:48:39.452582,2025-05-11 02:03:39.452582,2025-06-22 15:07:39.452582,On-Demand,1.5x,True,False,True,False,2.0,False
10596,4749,NBC,Reality TV,Tablet,Mobile Network,115,4K,1080p,10.0,2025-06-14 23:46:39.452582,2026-01-02 06:20:39.452582,2025-12-31 02:42:39.452582,Recorded,1.5x,True,False,True,False,5.0,True
10597,1802,CNN,Talk Show,Tablet,Mobile Network,60,HD,720p,14.0,2025-11-02 21:25:39.452582,2025-06-05 17:23:39.452582,2025-07-27 16:47:39.452582,On-Demand,1x,True,True,True,True,,True
10598,10019,Showtime,Movie,Set-top Box,Mobile Network,204,4K,1080p,,2025-12-31 18:14:39.452582,2025-06-07 13:26:39.452582,2025-07-12 13:08:39.452582,On-Demand,1.5x,False,True,True,True,5.0,False
10599,3126,ABC,Sports,Mobile App,Guest WiFi,124,4K,480p,12.0,2026-02-08 17:26:39.452582,2025-10-28 05:16:39.452582,2025-06-21 04:23:39.452582,Recorded,1.5x,False,True,False,True,5.0,False
10600,9555,FOX News,Sports,Set-top Box,Home WiFi,163,4K,720p,2.0,2026-03-10 04:07:39.452582,2025-07-25 18:33:39.452582,2026-03-10 16:46:39.452582,Live,0.5x,False,False,False,False,,False
10601,5005,NBC,Sports,Mobile App,Home WiFi,229,4K,720p,14.0,2025-07-28 21:59:39.452582,2026-02-09 13:21:39.452582,2025-05-14 22:03:39.452582,Live,1.5x,False,True,True,True,3.0,True
10602,9201,FOX News,Animation,Laptop,Mobile Network,222,SD,720p,4.0,2026-01-18 11:18:39.452582,2025-09-25 12:10:39.452582,2025-03-16 00:42:39.452582,Live,0.5x,False,False,False,True,4.0,False
10603,10981,NBC,Documentary,Set-top Box,Guest WiFi,121,4K,1080p,5.0,2026-01-22 18:29:39.452582,2026-01-28 19:49:39.452582,2025-06-01 19:11:39.452582,Live,0.5x,False,True,False,True,4.0,True
10604,6393,CNN,Sports,Tablet,Guest WiFi,116,HD,1080p,6.0,2026-02-24 00:11:39.452582,2025-11-08 19:17:39.452582,2025-03-15 11:23:39.452582,Recorded,1x,True,True,False,True,5.0,True
10605,4774,NBC,Series,Set-top Box,Mobile Network,68,4K,2160p,4.0,2026-02-26 07:05:39.452582,2025-05-20 01:22:39.452582,2025-12-28 14:01:39.452582,Recorded,1.5x,False,True,False,True,1.0,False
10606,2228,Local Channel,News,Laptop,Home WiFi,216,4K,720p,12.0,2026-02-13 08:58:39.452582,2025-10-29 05:28:39.452582,2026-02-05 02:16:39.452582,Recorded,1x,False,True,True,True,3.0,True
10607,10067,Netflix,Talk Show,Mobile App,Cellular,57,SD,2160p,11.0,2025-06-08 19:11:39.452582,2026-01-07 12:31:39.452582,2025-12-06 00:14:39.452582,On-Demand,1.5x,True,True,True,True,,True
10608,12914,ESPN,Documentary,Tablet,Cellular,167,SD,480p,10.0,2025-12-30 13:41:39.452582,2025-10-06 04:30:39.452582,2025-08-10 20:27:39.452582,Recorded,1.5x,True,True,False,False,2.0,True
10609,4274,ABC,Sports,Laptop,Home WiFi,169,SD,720p,13.0,2025-10-05 16:10:39.452582,2025-12-30 05:10:39.452582,2026-01-04 06:19:39.452582,Live,0.5x,True,True,True,False,1.0,True
10610,2321,NBC,Sports,Set-top Box,Mobile Network,200,HD,1080p,11.0,2025-11-01 01:25:39.452582,2026-01-31 08:37:39.452582,2025-09-27 03:34:39.452582,Recorded,1.5x,True,True,False,True,4.0,True
10611,8167,ABC,Documentary,Tablet,Cellular,37,4K,1080p,9.0,2025-05-03 16:52:39.452582,2025-04-05 09:26:39.452582,2025-07-27 00:37:39.452582,On-Demand,1x,True,True,True,False,,False
10612,10253,Discovery Channel,Animation,Set-top Box,Guest WiFi,142,SD,1080p,8.0,2026-01-05 22:17:39.452582,2025-05-27 08:15:39.452582,2025-08-04 15:08:39.452582,Live,1x,True,True,False,False,1.0,False
10613,5317,CBS,Documentary,Laptop,Cellular,190,SD,1080p,15.0,2025-08-07 15:29:39.452582,2025-10-26 11:01:39.452582,2025-03-25 10:19:39.452582,On-Demand,0.5x,False,True,True,True,5.0,True
10614,9504,CNN,Drama,Mobile App,Guest WiFi,157,HD,480p,4.0,2025-09-22 22:33:39.452582,2025-07-27 23:41:39.452582,2026-03-06 15:48:39.452582,Recorded,1x,False,True,False,True,2.0,True
10615,3291,Local Channel,Series,Laptop,Cellular,35,4K,480p,4.0,2025-08-31 21:28:39.452582,2026-01-08 08:03:39.452582,2025-12-21 07:55:39.452582,On-Demand,2x,True,True,False,True,3.0,True
10616,12300,ESPN,Series,Mobile App,Mobile Network,124,SD,2160p,9.0,2026-01-15 04:21:39.452582,2025-04-13 11:15:39.452582,2026-02-16 20:26:39.452582,Recorded,1.5x,False,False,False,False,3.0,False
10617,1985,HGTV,Talk Show,Tablet,Home WiFi,158,SD,2160p,4.0,2025-07-04 21:29:39.452582,2026-02-22 07:51:39.452582,2025-05-16 07:55:39.452582,Live,1x,False,True,False,True,2.0,False
10618,6759,Discovery Channel,Documentary,Mobile App,Mobile Network,153,4K,480p,1.0,2026-01-09 18:51:39.452582,2025-04-23 16:02:39.452582,2025-09-04 23:58:39.452582,Recorded,1.5x,True,False,False,False,1.0,True
10619,4703,HGTV,Sports,Mobile App,Home WiFi,149,SD,480p,5.0,2026-01-25 18:03:39.452582,2025-05-25 14:52:39.452582,2025-05-23 07:57:39.452582,Live,1.5x,True,False,True,False,5.0,True
10620,4723,Showtime,News,Smart TV,Home WiFi,72,HD,480p,14.0,2025-09-05 08:20:39.452582,2025-09-17 12:12:39.452582,2025-10-15 21:04:39.452582,Live,0.5x,True,False,False,True,1.0,True
10621,4005,Netflix,Thriller,Smart TV,Cellular,118,SD,720p,15.0,2025-10-12 14:50:39.452582,2025-12-12 16:37:39.452582,2025-06-22 01:21:39.452582,On-Demand,1.5x,True,False,False,False,2.0,False
10622,12676,Showtime,Animation,Laptop,Home WiFi,133,SD,2160p,1.0,2026-03-03 20:37:39.452582,2026-02-16 05:46:39.452582,2025-06-16 20:23:39.452582,Recorded,1.5x,False,True,False,True,1.0,False
10623,12703,Disney+,Movie,Tablet,Home WiFi,186,HD,720p,9.0,2026-03-13 00:31:39.452582,2025-09-12 17:29:39.452582,2025-04-27 10:29:39.452582,Live,1.5x,False,True,True,False,3.0,True
10624,10391,NBC,Drama,Smart TV,Mobile Network,227,SD,1080p,14.0,2025-12-16 19:43:39.452582,2025-05-12 12:20:39.452582,2025-10-20 20:02:39.452582,Live,0.5x,True,True,False,True,2.0,True
10625,12823,NBC,Animation,Smart TV,Guest WiFi,228,4K,720p,11.0,2026-01-17 07:22:39.452582,2025-11-14 15:14:39.452582,2026-02-04 14:01:39.452582,On-Demand,1x,False,False,True,True,,False
10626,1396,ESPN,Thriller,Mobile App,Cellular,234,4K,720p,10.0,2025-05-29 22:42:39.452582,2025-11-19 21:54:39.452582,2025-03-22 02:01:39.452582,Recorded,1x,False,False,False,False,4.0,True
10627,10606,NBC,News,Tablet,Guest WiFi,34,HD,480p,13.0,2025-07-11 14:55:39.452582,2026-02-11 06:20:39.452582,2025-10-30 04:39:39.452582,Live,2x,False,True,True,False,,False
10628,5582,Disney+,Talk Show,Set-top Box,Cellular,57,4K,480p,9.0,2025-09-10 08:38:39.452582,2026-01-29 14:34:39.452582,2025-07-16 22:59:39.452582,Live,1.5x,True,True,True,True,,True
10629,11734,ABC,Thriller,Set-top Box,Mobile Network,6,SD,2160p,8.0,2025-10-30 15:41:39.452582,2026-01-09 00:58:39.452582,2025-10-31 00:19:39.452582,Recorded,1x,False,True,False,False,,False
10630,10236,NBC,Thriller,Laptop,Cellular,222,SD,720p,0.0,2026-01-04 17:33:39.452582,2025-06-21 05:26:39.452582,2025-05-19 03:11:39.452582,On-Demand,2x,False,True,False,True,2.0,False
10631,1563,Showtime,Comedy,Laptop,Guest WiFi,183,4K,1080p,1.0,2025-12-30 15:04:39.452582,2025-06-28 16:09:39.452582,2025-10-21 04:33:39.452582,Live,2x,False,True,False,True,,True
10632,1643,FOX News,Talk Show,Laptop,Guest WiFi,141,SD,720p,7.0,2025-05-12 12:29:39.452582,2025-05-29 00:46:39.452582,2026-02-05 21:09:39.452582,Recorded,1.5x,True,True,False,False,1.0,False
10633,3927,HBO,Documentary,Set-top Box,Cellular,182,HD,480p,5.0,2026-01-04 21:15:39.452582,2025-10-24 03:13:39.452582,2026-02-08 04:21:39.452582,Recorded,0.5x,True,False,False,True,,False
10634,8875,ABC,Talk Show,Set-top Box,Cellular,184,4K,480p,4.0,2025-07-14 16:56:39.452582,2025-11-15 13:32:39.452582,2026-02-05 06:37:39.452582,On-Demand,2x,False,False,False,True,,False
10635,4014,ABC,Movie,Mobile App,Mobile Network,94,SD,480p,0.0,2025-04-10 11:04:39.452582,2025-12-16 02:17:39.452582,2025-12-28 00:53:39.452582,Recorded,0.5x,True,False,True,False,4.0,True
10636,8545,HBO,Sports,Mobile App,Guest WiFi,218,4K,480p,11.0,2025-09-29 15:08:39.452582,2025-03-20 19:30:39.452582,2025-03-13 17:13:39.452582,Live,1x,True,True,True,True,1.0,True
10637,7767,Discovery Channel,Drama,Laptop,Guest WiFi,219,HD,1080p,9.0,2025-07-10 20:33:39.452582,2025-11-18 22:22:39.452582,2025-04-16 01:57:39.452582,Recorded,1.5x,True,False,True,False,,True
10638,10566,ABC,Animation,Set-top Box,Home WiFi,162,HD,2160p,13.0,2026-01-11 02:05:39.452582,2025-07-16 09:17:39.452582,2025-10-07 22:30:39.452582,Recorded,1x,True,True,False,True,4.0,False
10639,7663,CNN,Movie,Mobile App,Home WiFi,42,4K,480p,15.0,2025-08-14 13:10:39.452582,2025-07-15 11:00:39.452582,2026-02-06 10:29:39.452582,Recorded,1.5x,False,False,False,False,1.0,False
